gene	normal_pdcs	malignant_pdcs	logFC	pval
TTPAL	0.112373839072981	0.141864711340938	0.0294908722679568	0.394416922960936
CHST10	0.0321681340295215	0.0616482080667834	0.0294800740372619	0.0685643342782042
SERGEF	0.0887968171522687	0.118257385577577	0.0294605684253084	0.186160894260365
SPTY2D1OS	0.0112418306358518	0.0406943328933323	0.0294525022574805	0.027842446376262
ZSCAN25	0.033676097946637	0.0631261933622227	0.0294500954155856	0.103930362711912
FAHD1	0.112933717556111	0.142372729759848	0.029439012203737	0.379133929718138
TRAF7	0.113850717172765	0.143276234145859	0.0294255169730939	0.293375299286843
FADD	0.0666276544213263	0.0960341062262146	0.0294064518048883	0.196604198851847
DIS3L	0.10597928936283	0.135341492871664	0.0293622035088345	0.286342197772851
EEF1AKNMT	0.145543998883304	0.174899003171904	0.0293550042886	0.364053381383173
TMEM120A	0.0376024285564458	0.0669509230893382	0.0293484945328924	0.0830734340931183
SACS	0.404869800343953	0.434205688072297	0.0293358877283438	0.514368495553591
MED9	0.0730205689230035	0.102344112163391	0.0293235432403876	0.197784806068992
KCTD7	0.0413075225217608	0.0706195903963582	0.0293120678745974	0.240083859221114
AEN	0.070928820096293	0.100228572192416	0.0292997520961235	0.224402338073972
ZNF529	0.0913176599619342	0.120616617001305	0.0292989570393707	0.235927342755747
PAK4	0.0305404566922658	0.0598153529652358	0.02927489627297	0.129832606534232
SLC41A3	0.115825083765407	0.145099085302851	0.0292740015374445	0.428671706251288
CAMSAP2	0.00309562288368273	0.0323689163916861	0.0292732935080034	0.00493554033874823
RCOR3	0.337360734265244	0.366633143949546	0.0292724096843021	0.495539548327307
FBF1	0.045915372450826	0.0751877232152365	0.0292723507644105	0.2442956127224
SNX14	0.246193217406134	0.275453422216021	0.0292602048098869	0.494547975136007
SPATA1	0.0221969267833441	0.0514429004235602	0.0292459736402161	0.0769956470618323
TMEM192	0.249523372665901	0.278738834115575	0.0292154614496739	0.495539548327307
FANCE	0.0124147516515444	0.0416245806228779	0.0292098289713335	0.0896698522619821
TMEM209	0.136097690153027	0.165296407380388	0.0291987172273603	0.530161402043431
DUSP10	0.0482946628886854	0.077489320847915	0.0291946579592296	0.42366047133702
ANKRD11	1.53123136924936	1.56041747482498	0.0291861055756144	0.955576631169007
CDK2AP1	0.306121491937122	0.335306737579821	0.0291852456426993	0.55920860711818
RAB5B	0.295178586799557	0.32435464382227	0.0291760570227128	0.58237376607537
CHAC2	0.0081290446806091	0.0372702015094602	0.0291411568288511	0.0324446390961175
SESN1	0.146725443079799	0.175848834442136	0.0291233913623367	0.329242781606911
MRPL9	0.38310525139824	0.412225450883245	0.0291201994850044	0.546732013263272
NANP	0.00502842187729614	0.0341324277454703	0.0291040058681741	0.0197461181128266
MAP9	0.122600701550526	0.151685183280739	0.0290844817302125	0.398123959820976
DNAJC4	0.68726477865139	0.716318018614322	0.0290532399629323	0.684341802278886
MINK1	0.0338261465801973	0.062834799244951	0.0290086526647537	0.137061603026414
PITPNM1	0.0467824862071752	0.0757862614526131	0.029003775245438	0.147703817153311
TICAM1	0.038399441195226	0.0673613028653445	0.0289618616701185	0.482161435421571
ASPSCR1	0.213435402365571	0.242384209853538	0.0289488074879664	0.495186682177124
MORN2	0.0438419535533122	0.0727650707698718	0.0289231172165596	0.352962215554809
EXPH5	0.0214169090771756	0.0503305628103525	0.0289136537331769	0.108807412579901
SC5D	0.175875985265572	0.204786900410243	0.0289109151446716	0.534154726560665
PIK3CA	0.118082165986996	0.146984729440141	0.0289025634531446	0.407653451134394
CCDC7	0.0912523784263942	0.120134106730143	0.0288817283037492	0.194362581263978
ELOF1	0.305483003084098	0.334355806587011	0.0288728035029127	0.398040141205285
PPP1R3E	0.163854346499358	0.192661245907848	0.0288068994084902	0.389255723736807
TROAP	0.0550012353053627	0.083793276288826	0.0287920409834633	0.645448317344715
AFG3L2	0.354946616784922	0.383732285929168	0.0287856691442452	0.434051900299145
EXOC6B	0.0196956828558356	0.0484440111931096	0.028748328337274	0.157268338426465
PRR36	0	0.0287170774169223	0.0287170774169223	0.00757835618176074
ZFP82	0.100723460665522	0.129429394169104	0.0287059335035819	0.668265914687209
C4orf46	0.0590529011882856	0.0877503961408268	0.0286974949525412	0.27206518714443
METTL2B	0.167450364429822	0.196145830839796	0.0286954664099738	0.585791112831178
KMT5C	0.0269229570140981	0.0556034618569827	0.0286805048428845	0.170205549026487
NFIA	0.0677405222729913	0.0964189360809598	0.0286784138079686	0.241448678289472
PABPN1	0.850795715914166	0.879461056762294	0.028665340848128	0.679834867473043
TMEM185B	0.0502512176604558	0.0788995978158747	0.028648380155419	0.279127385401914
EIF2D	0.217051421492682	0.245662465940622	0.02861104444794	0.428671706251288
PARPBP	0.0682872669012505	0.0968831987666122	0.0285959318653618	0.469962180619632
LRRC45	0.0894018647923686	0.117965247790632	0.0285633829982632	0.11188739635673
SNX7	0.00225561821914069	0.0308134515158451	0.0285578332967044	0.0153691589609592
FZR1	0.0714666582946166	0.100020203966777	0.0285535456721601	0.568168112196915
KLHL8	0.160870114050661	0.189412620489021	0.0285425064383597	0.437407642198246
NRBP1	0.335247952211518	0.363779182745155	0.0285312305336363	0.570625075683249
TMOD3	0.652710231780116	0.681224769596942	0.0285145378168261	0.845485704404764
MRM1	0.0103087308041695	0.0388175602202788	0.0285088294161093	0.0710165571346464
UAP1L1	0.0131556492079672	0.0416634418420454	0.0285077926340782	0.0340900408534038
DYM	0.1930242082514	0.221531021788686	0.0285068135372854	0.428671706251288
ANK3	0.0353209508657731	0.0638046496570785	0.0284836987913055	0.530161402043431
PRELID3A	0.0248792257961463	0.0533628310014599	0.0284836052053135	0.276372864783818
SNAP23	0.348969616289403	0.37745316550476	0.028483549215357	0.476916140089123
KIF16B	0.0778893008376697	0.106357028761981	0.0284677279243112	0.138769527416627
TMEM234	0.0409639523173842	0.0694121141328891	0.0284481618155049	0.117102698210049
PPOX	0.05896669416755	0.0874042249034104	0.0284375307358604	0.287866928107143
IQCB1	0.266282023712763	0.29471717034735	0.0284351466345875	0.426576999834925
CMTM4	0.00591663867177633	0.0343233027770945	0.0284066641053181	0.0551172223142202
CEP55	0.11684543294758	0.145247763765126	0.0284023308175468	0.803315276176522
ELOVL1	0.201251146281512	0.229579789928656	0.0283286436471436	0.371696409909146
NUP62CL	0.00212075240187551	0.0303881206008009	0.0282673681989253	0.0138580690502775
PIEZO2	0.00493999127328116	0.0332070220686608	0.0282670307953796	0.0248691171209511
ABI1	0.64648861661215	0.674734181834595	0.0282455652224448	0.723903891296334
WDR43	0.447249999394731	0.475493854432315	0.0282438550375838	0.592886022214728
PPIP5K2	0.547337360194132	0.575573165081149	0.0282358048870177	0.627981108497851
TTC27	0.0761852148928016	0.104410292166397	0.028225077273595	0.197229900076606
TTC4	0.0662043263137323	0.0944245618840422	0.0282202355703099	0.313239551715926
MOAP1	0.207084971396485	0.235269028199679	0.0281840568031943	0.468790846242892
DYRK2	0.239833026342178	0.268003205979804	0.0281701796376259	0.540906475774449
SYCP2	0.00751546083531339	0.0356767135270054	0.028161252691692	0.0686283438007853
TRAPPC13	0.0755933091097252	0.103734722910646	0.0281414138009208	0.406586305947544
CSTF2T	0.176932261191065	0.205058987819913	0.0281267266288477	0.530161402043431
DBR1	0.119447862130555	0.147556762161419	0.0281089000308639	0.319664656768996
APOOL	0.177040078281292	0.205135341162027	0.0280952628807352	0.461212075800397
CYTH3	0.0785713585665375	0.106650744192746	0.028079385626209	0.133961111381063
ELMOD3	0.0866752913049582	0.114739195766222	0.0280639044612635	0.428867170436136
ZSCAN30	0.100569241658954	0.128609758278717	0.0280405166197633	0.530161402043431
TMEM102	0.0223027527315717	0.0503311314129882	0.0280283786814165	0.123015689611535
ARMT1	0.108974557548094	0.136994232822589	0.0280196752744947	0.384785939518453
TBC1D16	0.019666197654459	0.0476708748732647	0.0280046772188057	0.102366311710791
MGAT5	0.202467071863206	0.230457812805555	0.0279907409423492	0.385443789183399
CDADC1	0.102083601252961	0.130074330795813	0.0279907295428515	0.457537604268481
ZNF549	0.0552610026867906	0.0832400085123609	0.0279790058255704	0.239506520155356
NEPRO	0.217042700118016	0.245020682398433	0.0279779822804163	0.339542822128984
ZHX1-C8orf76	0.0189033641009592	0.0468734677928018	0.0279701036918426	0.277729069431302
CCDC71	0.0175854283985382	0.0455354473804959	0.0279500189819577	0.0697057885878809
TCEAL9	0.130860144769297	0.158790825176061	0.0279306804067643	0.522302020550367
PHLDB1	0.0117510859615486	0.0396549838273353	0.0279038978657867	0.0346542757954093
CAMK1D	0.0795151760246507	0.107386830742172	0.0278716547175215	0.229367114547841
LETMD1	0.247032274178998	0.274873567367927	0.0278412931889289	0.497465190321471
NCDN	0.025414750089084	0.0532549792598537	0.0278402291707697	0.171515285589637
DDX19B	0.104658236163059	0.132473761762438	0.0278155255993789	0.449563379791082
UBL4A	0.114236329640793	0.142051100271575	0.0278147706307826	0.396503421429639
TTC30B	0.0240968327018859	0.0519017574130502	0.0278049247111643	0.164397830335786
USP27X	0.014956176792026	0.0427535877670239	0.0277974109749979	0.199499741915597
RAB1A	0.435876918546871	0.463662144004904	0.0277852254580325	0.61553216085679
BMS1	0.374314934410422	0.402096090330444	0.0277811559200216	0.608838342746243
ZNF570	0.0478408343097939	0.075605158740145	0.0277643244303511	0.27639158290297
LCLAT1	0.0408231765766956	0.0685874512520631	0.0277642746753675	0.239620535443038
RNASE3	0.0181951244631576	0.045957795271535	0.0277626708083774	0.0628756893041394
RNF2	0.163810332382485	0.191560568958298	0.0277502365758126	0.511817857753454
DHRS12	0.0418904515498432	0.0696201711720896	0.0277297196222464	0.41885428998748
GAN	0.0150265364987289	0.0427194452170275	0.0276929087182986	0.19904369394134
CCDC120	0.0203674944571752	0.048043943668226	0.0276764492110508	0.117851163912606
MEX3C	0.432538483032587	0.460207035600974	0.027668552568387	0.604083674003377
FAM98C	0.125764213718858	0.153400156500186	0.0276359427813274	0.332580724422193
MBD6	0.11495355833076	0.142570349721289	0.0276167913905296	0.384703054680949
TUNAR	0.0226177286007883	0.050232411087019	0.0276146824862308	0.028764785723864
TTLL5	0.0844067238860218	0.112007068401673	0.0276003445156511	0.28864988293007
GNB1L	0.0482139600621005	0.0758084743045313	0.0275945142424308	0.192746533449836
WDSUB1	0.1289654470749	0.156536560761885	0.0275711136869852	0.302243421758122
RRP36	0.3051076702465	0.332635130480748	0.0275274602342488	0.558133945893763
LRRCC1	0.165533125657414	0.193040324097043	0.0275071984396288	0.489078188100712
CCDC30	0.077398459993243	0.10489936196255	0.0275009019693072	0.38147105320696
ZNF74	0.0137189747345403	0.041215612377719	0.0274966376431788	0.0254543476875682
CDC20	0.0463294830435309	0.0737890556856741	0.0274595726421432	0.305467718247033
CKAP4	0.0418404652984223	0.0692311897877384	0.0273907244893161	0.144911900450619
C17orf67	0.0867291878916434	0.114114339490951	0.0273851515993077	0.387032258715811
PAXIP1	0.0966123701675297	0.123952881321118	0.0273405111535887	0.387032258715811
ACADS	0.113323587194867	0.140660673240257	0.0273370860453895	0.428671706251288
ZSCAN32	0.0579821201627124	0.0853171830315727	0.0273350628688604	0.237617567123687
ATG4C	0.22921976689124	0.256541399731683	0.0273216328404435	0.547145702438485
THBS4	0.0011111604516723	0.0284266718776169	0.0273155114259446	0.00471222216227052
ZNF43	0.235988426907595	0.263288920270691	0.0273004933630958	0.458672712483081
SEC14L1	0.307446169798665	0.334745435245803	0.0272992654471381	0.459862341933792
WDR5B	0.0178613285748471	0.04511441354702	0.0272530849721729	0.0959666748691832
SUOX	0.00281801315158612	0.0300699169872599	0.0272519038356738	0.0276943035283093
SLC9A3R2	0.015919589655785	0.0431676583855081	0.0272480687297231	0.0637840068887195
SH2D3A	0.00875055920920195	0.0359909889921853	0.0272404297829834	0.079400212598667
KCNAB3	0.0255681650312457	0.052759033653389	0.0271908686221433	0.0842135936572602
CERS2	0.279124941484703	0.306287047068954	0.027162105584251	0.515404795314422
RNF208	0.0149311179964966	0.0420874902398642	0.0271563722433677	0.0613214689036708
MYO1C	0.0313383620460151	0.0584929127217256	0.0271545506757105	0.136093259541357
EHMT2	0.247957125121842	0.275079152877326	0.0271220277554841	0.574634291575843
CAND2	0.00944023117404165	0.0365426649767085	0.0271024338026668	0.044449631580051
ATPAF1	0.126500768196656	0.153600394170711	0.0270996259740549	0.562494309886194
FASN	0.0649698893524504	0.0920430393274162	0.0270731499749657	0.158306498897415
FAM120B	0.132980587154936	0.160022815976437	0.0270422288215013	0.397806464849304
KCTD13	0.0760877654182392	0.103093280357108	0.0270055149388684	0.205580830596264
TRMT10A	0.0810533237602084	0.108049771927152	0.0269964481669439	0.428671706251288
TSTD3	0.060317720059241	0.0873006007758442	0.0269828807166032	0.431943686066428
TUBA1C	0.279685254265083	0.306666241297474	0.026980987032391	0.493503076452202
TRIB3	0.00445326687589926	0.0314265713304755	0.0269733044545762	0.014372501545906
AGBL5	0.0248213725256212	0.0517798053962131	0.0269584328705918	0.288387062602243
IARS1	0.309695135834943	0.336644496064925	0.0269493602299824	0.452276791244651
DCAF16	0.247609373782617	0.27455367744385	0.0269443036612332	0.488540035500972
FXYD1	0.0149622475043442	0.0419046460035896	0.0269423984992454	0.273327673738271
DYNC2LI1	0.0422601100214828	0.069181120401991	0.0269210103805082	0.359686759305127
PRKRIP1	0.262147312673881	0.289063764446898	0.0269164517730163	0.384773344336473
PEX6	0.0850906229518453	0.112001677467661	0.0269110545158154	0.216745194560395
RMDN2	0.0792133925581911	0.10610020457741	0.0268868120192193	0.336038824043408
PPM1L	0.0560649934187334	0.082949586086895	0.0268845926681615	0.28172936656582
NDRG2	0.0566157685306722	0.0834559037668507	0.0268401352361784	0.481568885230615
REEP6	0.0108159879980819	0.0376332521006216	0.0268172641025397	0.080416711465929
CD58	0.0743631188323542	0.101173703995192	0.0268105851628375	0.266757909360825
MECR	0.0478389668837624	0.0746145575413448	0.0267755906575824	0.156428385169342
KHDC1	0.0345295737654475	0.0612819909349709	0.0267524171695234	0.290560136985113
VCPKMT	0.138270426024098	0.165015070462237	0.0267446444381396	0.426092293973536
AHCTF1	0.226425922157984	0.253168611492901	0.0267426893349164	0.400646515015612
CCDC142	0.0423395890314306	0.0690731913457327	0.0267336023143021	0.240612826941179
DHRS7B	0.0717563250724165	0.0984587805581986	0.026702455485782	0.530161402043431
GLRX2	0.137294626087688	0.163975150172857	0.0266805240851694	0.518208773282949
RTP4	0.010947856438626	0.0376160482003186	0.0266681917616926	0.0796237229185544
SLC25A40	0.0992762874663856	0.125931127617678	0.0266548401512926	0.388968609880201
MFAP3	0.0253912876014126	0.0520341361336725	0.0266428485322599	0.063780520788996
C14orf132	0	0.0266427929837503	0.0266427929837503	0.0041523540654664
STMN3	0.113419070395172	0.140058263337228	0.0266391929420568	0.605214238572984
CRYL1	0.0458816936890061	0.0725090229358831	0.026627329246877	0.146462473633936
OBSL1	0.0559839087093011	0.0826087228857097	0.0266248141764086	0.156428385169342
PRELID1	0.882541312680919	0.909164457101456	0.0266231444205366	0.906141838664473
LRRN2	0.0140280000890383	0.0406497260755168	0.0266217259864785	0.0632843387604288
ORC3	0.17325534964131	0.199824256291669	0.0265689066503592	0.530161402043431
FAM114A1	0.0105462297471986	0.0371022692286185	0.0265560394814199	0.0361266217036339
LRRC37A2	0.0882192743915545	0.114770824423591	0.026551550032037	0.35800318725628
ARNTL	0.0622544516256531	0.0887992897630605	0.0265448381374074	0.425804298116898
NPL	0.00323430035482157	0.0297700698842886	0.026535769529467	0.0141005299618153
PFN2	0.00638144707023963	0.0329066926908398	0.0265252456206002	0.0434293440852538
COQ9	0.109419756891455	0.135943338364287	0.0265235814728315	0.476662528446859
HUS1	0.179622320699187	0.206138085910418	0.0265157652112314	0.336730382343975
GPT2	0.00477712639659754	0.0312899962000919	0.0265128698034944	0.0549115240109155
CCDC62	0.0229197648646926	0.0494293556327564	0.0265095907680638	0.289252920653194
CD300C	0.040144405296827	0.0666305689208188	0.0264861636239918	0.234958712304797
ABHD11	0.0783711375528961	0.104853376379919	0.0264822388270233	0.428671706251288
NSRP1	0.492993483270642	0.519473402455083	0.0264799191844416	0.658841796815078
C12orf29	0.109470538895137	0.135911781746458	0.0264412428513219	0.410908497244908
IQCC	0.00555015261329348	0.0319882148858489	0.0264380622725554	0.0561320220742105
DARS1	0.613227435170525	0.639665496223184	0.0264380610526594	0.588782616092534
ANXA7	0.414517430588392	0.440941398129461	0.0264239675410696	0.583859369084774
IL17RC	0.00939833766405513	0.0358130368682929	0.0264146992042377	0.0695249951707523
FZD2	0.128704062827847	0.155107729724752	0.0264036668969043	0.268387600936624
STAP2	0.0100745084232451	0.0364766795651322	0.026402171141887	0.0213888624785252
TMEM39B	0.18681160705185	0.213198379657899	0.0263867726060494	0.530161402043431
ZP3	0.0184683105987005	0.0448214140449393	0.0263531034462388	0.0763569832929964
PIGH	0.151738786609148	0.178087255264144	0.0263484686549961	0.375688919432582
UBE2Z	0.279006577111392	0.305316290983443	0.0263097138720502	0.545238356698252
SLC8A1	0.0557351690998334	0.0820154112127583	0.0262802421129249	0.309112375108687
NEMF	0.707846522546136	0.73410893360653	0.0262624110603937	0.817638733925386
CTH	0.00454859701472165	0.030789051427363	0.0262404544126414	0.0422950795634186
CRYBB2	0.00965786956910313	0.035881657556101	0.0262237879869978	0.109158740637415
AIFM1	0.165767069242704	0.191969733027955	0.0262026637852507	0.606777682935005
TMPRSS9	0.00922965238350129	0.0354194535209371	0.0261898011374358	0.0357546425010198
PCSK7	0.346468484426756	0.372658048785298	0.0261895643585417	0.456684391326783
LGR6	0.00192664751733253	0.0281102267469328	0.0261835792296003	0.0153079974760736
ENOPH1	0.241206900598668	0.267373743242089	0.0261668426434209	0.714810349735918
DTX3	0.035749757971795	0.0619118047041835	0.0261620467323884	0.244273426175571
DHRS11	0.0268008441262357	0.0529343695179375	0.0261335253917018	0.230349128352544
UPRT	0.0576566466515	0.0837849198933171	0.0261282732418171	0.194991191061891
BCO2	0.0240160970330352	0.0501391915143286	0.0261230944812934	0.11839434810852
DNMBP	0.0470816424777332	0.0732039100259023	0.0261222675481691	0.419054895513815
CDCA4	0.0772065264689014	0.103307637020649	0.026101110551748	0.492747575849921
FAM20B	0.158753687555626	0.18485080507765	0.0260971175220244	0.387032258715811
TELO2	0.0621618892140649	0.0882492543577633	0.0260873651436984	0.201788126932268
CYP2C8	0	0.0260803581689199	0.0260803581689199	0.00757835618176074
OGFOD3	0.144862127254128	0.170942308092012	0.0260801808378847	0.398110765235642
UMPS	0.161472344554606	0.187541796004744	0.0260694514501373	0.241704285297544
TUBG1	0.129365432747336	0.155434693487526	0.0260692607401905	0.437089812020708
AUTS2	0.460164258566523	0.486228309811015	0.0260640512444917	0.657779483220712
RWDD2B	0.0783606143639082	0.104422349855216	0.0260617354913078	0.383311820658606
PPP2R1B	0.100094517952449	0.126131533600335	0.0260370156478859	0.583418240109211
AKTIP	0.0260846810908668	0.0521148335425466	0.0260301524516798	0.0892243666068227
MANEAL	0.00412212430265061	0.0301440949933705	0.0260219706907198	0.0248691171209511
TCF3	0.470757246522367	0.496778850702801	0.0260216041804335	0.61876419391301
ACSL5	0.173380927385542	0.19939944118125	0.0260185137957075	0.575061515545844
ZNF473	0.0168292956854295	0.0428276879127731	0.0259983922273436	0.0654968725752617
ZNF250	0.0159655675093043	0.0419633336474164	0.0259977661381121	0.200750892129494
STS	0.0159572505190567	0.0419214893821744	0.0259642388631177	0.0951862823875839
RBKS	0.00186813154826013	0.0278313237729851	0.025963192224725	0.0153079974760736
TTC38	0.0263269686123219	0.0522842272268746	0.0259572586145527	0.0925183069168893
APPL1	0.864975538836139	0.89092621979153	0.0259506809553913	0.981149407530334
BCDIN3D	0.040278901961026	0.0662235901352364	0.0259446881742104	0.187463780075551
TGFBR3	0.0762312553246608	0.102171846549618	0.0259405912249568	0.140725947142334
MAP4K3	0.0985271105427184	0.124441659742446	0.025914549199728	0.45841671616985
WBP11	0.484379452963048	0.51028526671376	0.0259058137507119	0.596579295646546
GCAT	0.014860918145226	0.0407623252428013	0.0259014070975752	0.146936131106402
C21orf59-TCP10L	0.0166027945066429	0.0424837206680542	0.0258809261614113	0.0706774372035095
MRPL45	0.237522905131927	0.263403362955219	0.025880457823292	0.540443427803639
GNL2	0.348406585947149	0.374271916951012	0.025865331003863	0.385744571265979
MED11	0.208031378517144	0.233886881934532	0.0258555034173874	0.754071409202583
ZNF460	0.0826737042049702	0.108520738289645	0.0258470340846751	0.613976873884873
PDE4A	0.0270333686431149	0.0528693385492149	0.0258359699061	0.171237121111108
ANAPC4	0.184159448542938	0.209921752024367	0.02576230348143	0.374919747642328
MAP3K12	0.148835950977209	0.174579715756245	0.0257437647790363	0.530161402043431
CENPV	0.0736095910002644	0.0993322684799301	0.0257226774796657	0.316994959787718
RPGRIP1L	0.0143909682108232	0.0401019189826035	0.0257109507717803	0.0609999457448578
PDE6G	0.0128574355682224	0.0385531448778435	0.025695709309621	0.134923533985946
ENKD1	0.0613223238897882	0.0870079378490891	0.0256856139593009	0.388044495419512
CISD3	0.237591264493918	0.263274177342475	0.0256829128485574	0.499051827548113
WDYHV1	0.0303346518337297	0.0560122238780169	0.0256775720442872	0.28786880503809
SCD5	0.011585596182021	0.0372618654292094	0.0256762692471884	0.123252631561132
TOMM40	0.302977432275517	0.32864562208337	0.0256681898078536	0.530161402043431
ZNF639	0.153616225323524	0.179274293955176	0.0256580686316523	0.453230327807423
PLEKHA4	0.00878682488499281	0.0344415880678794	0.0256547631828866	0.107664568252128
CDKAL1	0.122688810386648	0.148328295610572	0.0256394852239246	0.407222022435052
PILRB	0.226246938407501	0.251848790901028	0.0256018524935263	0.530161402043431
RYR2	0	0.0255949939599764	0.0255949939599764	0.00757835618176074
PPP1R3F	0.0288711600174763	0.0544412303249154	0.0255700703074391	0.232688268936187
THAP2	0.0521863600824563	0.0777408991448486	0.0255545390623923	0.24539050376182
C1orf54	0.0443739822562529	0.06991849231614	0.0255445100598872	0.295811261030143
ANK2	0.00235859864229745	0.0278962130050284	0.0255376143627309	0.0825787513500833
GTF2IRD2B	0.0514426915687761	0.0769779862179466	0.0255352946491705	0.394290598227309
NAALADL1	0.0128131753616469	0.0383480203642111	0.0255348450025642	0.263732256828423
LETM2	0.0229402206487839	0.0484650791504737	0.0255248585016898	0.228170813474682
MED27	0.156459947891649	0.181981125767132	0.0255211778754836	0.430926596029626
CDC37	0.781504923062401	0.807023293420525	0.0255183703581238	0.718451951320637
PINLYP	0.0317571652043023	0.0572734126668902	0.025516247462588	0.435243737897596
TTC26	0.021977870679851	0.0474760473125004	0.0254981766326494	0.083959980397872
NDUFA7	0.133626625652316	0.159120823209038	0.025494197556722	0.28888261920945
FCRL2	0.00708741069925356	0.0325607949758072	0.0254733842765536	0.0904705400232983
TUBB4A	0.00225561821914069	0.027699721859177	0.0254441036400363	0.0155139684328139
ZNF790	0.0563560243611667	0.0817921025833563	0.0254360782221896	0.337224751245697
CRELD1	0.0105703862729966	0.035990915076587	0.0254205288035904	0.0941276183964697
ZKSCAN4	0.0824843794118395	0.107857586186762	0.0253732067749225	0.582980094955702
LRRC41	0.23699346758398	0.262333573876271	0.0253401062922911	0.539070720105029
YIPF6	0.174331150417121	0.199664780757278	0.0253336303401568	0.428671706251288
RGMA	0.00214342545681627	0.0274737211719953	0.0253302957151791	0.0155139684328139
ZNF486	0.0171049896896879	0.0423920987058206	0.0252871090161328	0.0734325766084953
EXO5	0.0320287510695627	0.0573142113636119	0.0252854602940492	0.29350997876039
ZNF776	0.0750599929508063	0.100334527417373	0.0252745344665666	0.325451243672938
HPS5	0.205997680566852	0.231268008908841	0.025270328341989	0.554157481394948
FSD1	0.00600975396379251	0.0312146341426129	0.0252048801788203	0.0888698070739272
FBN2	0.00523214248090821	0.0304342925725983	0.0252021500916901	0.025053614075249
PARD3	0.0092866504330125	0.0344665931802735	0.025179942747261	0.108801135517427
FAM189B	0.0441001894266523	0.069273437036078	0.0251732476094257	0.243438800353901
THEM6	0.0219928221470002	0.0471601098805494	0.0251672877335492	0.226134147256267
ZNF681	0.0514944246284136	0.0766606356663059	0.0251662110378923	0.515736724182917
SEPTIN3	0	0.0251568307165483	0.0251568307165483	0.00757835618176074
ZNF568	0.0709646922447067	0.0961086650705225	0.0251439728258158	0.269699803724287
EID3	0.0180399313051815	0.0431782272100453	0.0251382959048638	0.207429263213197
MAP1LC3A	0.0407689886561794	0.0658967630494936	0.0251277743933142	0.194362581263978
VILL	0.0659979203572205	0.0911091760618766	0.0251112557046561	0.166924087590571
PTPRF	0	0.0250967254855071	0.0250967254855071	0.00757835618176074
SRPRB	0.280030426653719	0.305108163444918	0.0250777367911993	0.378024291668975
SMIM12	0.186848425184741	0.211924594032157	0.0250761688474156	0.51166968501891
ZNF513	0.0339439776617113	0.0590116970666072	0.0250677194048959	0.372389351689156
PIK3C2A	0.185711964612096	0.210766305316409	0.0250543407043131	0.382964351030006
TMEM191C	0.0203453102659664	0.0453991632108402	0.0250538529448738	0.284614921400197
CAPN1	0.352822004019089	0.377873585470872	0.0250515814517829	0.428671706251288
ZNF419	0.0512639646581684	0.0763031843539966	0.0250392196958283	0.420642377905295
CCDC96	0.0206731075432401	0.0457116586136022	0.0250385510703621	0.120312829744597
BRPF3	0.0390893498257852	0.0641115712844802	0.0250222214586949	0.299053053562401
NR1D1	0.00766178608645217	0.032680736817721	0.0250189507312688	0.0345181999675827
TRPM5	0	0.0250098496949643	0.0250098496949643	0.0137588952432372
GTF3C1	0.251787594609811	0.276788605038192	0.0250010104283808	0.446020675675085
CAPNS1	0.745065607885012	0.770059084037089	0.0249934761520776	0.690771063504504
FNIP2	0.094033740112353	0.119015833187222	0.024982093074869	0.298026178690146
ZNF286A	0.0443372700725743	0.0693095048709112	0.0249722347983369	0.294144993197867
SNX2	0.52665160710003	0.551560599370882	0.024908992270852	0.701841100174342
FHOD3	0	0.0249023611541745	0.0249023611541745	0.0041523540654664
PPME1	0.0939427184534032	0.118843309155847	0.0249005907024438	0.411281683391342
MT1H	0	0.0248948309834365	0.0248948309834365	0.079400212598667
MAGI3	0.0144083541069957	0.0392312875484118	0.0248229334414161	0.137674731452104
NR2C2AP	0.0794050754837618	0.104225044494144	0.0248199690103821	0.244707543402978
TSPYL1	0.335396005379197	0.36020446570019	0.0248084603209931	0.583551600132414
DPH6	0.073671531604737	0.098464559344039	0.024793027739302	0.428671706251288
ANKRD13D	0.399365777211633	0.424157310701803	0.0247915334901697	0.590647207760906
TMEM167B	0.295430426550582	0.320200329121973	0.024769902571391	0.405526355144018
EXD3	0.0472753127127592	0.0720307424734447	0.0247554297606854	0.483459745663114
CLDN15	0.049912735045196	0.0746606482263509	0.0247479131811548	0.0957363750495187
MAP1S	0.100776538219977	0.125521248222173	0.0247447100021962	0.445074943223917
PPP1R37	0.0906117062657507	0.115349913955432	0.0247382076896811	0.486167290338672
SLC38A5	0.0373166203323366	0.0620536278707612	0.0247370075384246	0.432129104370327
TOP1MT	0.241644484854026	0.266362669386111	0.0247181845320856	0.46491416749763
ERCC6	0.151631705264374	0.176324102880697	0.0246923976163234	0.540543783245432
CARF	0.117425961076866	0.142110868568903	0.0246849074920377	0.529807447556064
LCAT	0.00523730954210251	0.0299193690382302	0.0246820594961277	0.0424814304702921
TMED5	0.613699901808463	0.638362643572677	0.0246627417642142	0.651360979332017
ZNF10	0.0967000233324908	0.121344751421808	0.0246447280893175	0.400690947126163
TMEM182	0.0336669086377597	0.0583065123102437	0.024639603672484	0.292026583383138
BMPR1A	0.00575129142642231	0.0303891150753619	0.0246378236489396	0.0902004743542166
BTBD6	0.137618799276572	0.162245407578725	0.024626608302153	0.344806035159381
