gene	HD.mean	Uninvolved.mean	HD.pct	Uninvolved.pct	avg_log2FC	p_val	p_val_adj
FLCN	0.07196427174078734	0.11368949461804281	0.034	0.065	0.055090232038751644	0.12329072933631487	1
CSRP1	0.0884963970204327	0.13085038149533285	0.054	0.091	0.055071432331983014	0.11255086389489886	1
NUSAP1	0.042025829602838974	0.08255312597291004	0.025	0.059	0.05504678712004613	0.06308108809645879	1
ARMCX4	0.03592190143287527	0.07619801450873842	0.02	0.047	0.05502830849440478	0.09725037691257295	1
LGALS2	0.004469747186629377	0.04350982357788494	0.005	0.024	0.05501006870183794	0.08510788846449388	1
PPP1R8	0.2747439514476255	0.32427878404582033	0.148	0.166	0.0549993743583419	0.5245889887368307	1
ZFP41	0.028800050012751988	0.06875391921135102	0.015	0.026	0.054967092581618686	0.35334944961694753	1
DOK3	0.02097726112712729	0.06061581703974044	0.015	0.04	0.05495143342666045	0.0856820264709889	1
SEMA4C	0.06948706048310437	0.11100288470690378	0.044	0.053	0.05494353495329771	0.6407534254695938	1
TSTD3	0.08111775071445884	0.12305370422751111	0.054	0.063	0.054903255012865776	0.6373981206350632	1
SMIM35	0.015861063367070494	0.05523685111153556	0.01	0.03	0.054863750542216816	0.11083142202287419	1
PLSCR1	0.43338320102478767	0.4889040056386307	0.177	0.249	0.0548263901765188	0.08067463274058378	1
MED18	0.11195286364019158	0.15501120882032288	0.064	0.079	0.05481121972556258	0.48886661830070693	1
GPANK1	0.2968261047831517	0.3470297386282387	0.143	0.188	0.05479666445235121	0.1964543335084802	1
PARP9	0.2015424467277096	0.24805642105921338	0.084	0.107	0.054795540527767084	0.364849556456658	1
WDR81	0.34664688489421286	0.3987692444719892	0.163	0.186	0.05478638042249118	0.5098839404485738	1
KIF20A	0.015995788804117735	0.05530389724471002	0.01	0.03	0.05476409123994007	0.11187568875122478	1
MAP7D1	0.8735619710992004	0.9459510024076023	0.33	0.372	0.054691686659771754	0.4856927496369141	1
GLA	0.20337239158310075	0.24984245664873506	0.123	0.15	0.054663090644508416	0.37539516047223875	1
LEO1	0.43139522473606606	0.48663581422067914	0.177	0.253	0.05462919738646854	0.07387851279395469	1
ZNF22	1.3141408244991521	1.4034455516330193	0.453	0.534	0.05462745986593176	0.19865858736478587	1
ATG4A	0.15753417576220627	0.20220377850623505	0.079	0.103	0.05462667040144306	0.3501531956168904	1
CCDC191	0.13313440425766315	0.1768576905728454	0.074	0.091	0.05462088216349459	0.45309567365119663	1
NBPF15	0.04282637216986216	0.08304518696982055	0.02	0.04	0.0545944635882695	0.17261800549670647	1
PDCD4	2.8357221468511824	2.983572698872416	0.64	0.723	0.05456468608107645	0.41142039617984744	1
CCDC102A	0.13806149402889936	0.18191036802094415	0.069	0.095	0.054542116328134466	0.28070675746023593	1
ZNF492	0	0.038517493369151765	0	0.03	0.05452551794892002	0.01217378100692442	1
LMBRD1	0.7767161090581467	0.8451331659908118	0.325	0.389	0.05451176139177505	0.21698591742611473	1
MMP15	0.10304397947602163	0.14545252257958055	0.044	0.063	0.05442734838827515	0.35017778950056283	1
LUC7L3	4.671826023524698	4.889860911950793	0.818	0.895	0.05442028515118791	0.3275786953660418	1
FLT3LG	0.005670014243075779	0.0443279846656041	0.005	0.028	0.05441788197376357	0.05222833095621224	1
PDLIM5	0.20830592785257818	0.2547441487671268	0.084	0.132	0.05440744527334235	0.10218641521063879	1
POLR3K	0.29982678064223645	0.3497739805069455	0.158	0.204	0.05439847079358756	0.20070472831154512	1
BEST1	0.15748836469722816	0.20195729825421596	0.079	0.111	0.054387951260734396	0.20634732033117067	1
ATXN3	0.4259065900409642	0.48061365963990144	0.172	0.239	0.054315768454379354	0.08328929693181057	1
TAS2R14	0.035816811329144695	0.07555642022636197	0.02	0.049	0.05431432713916654	0.08125877517447137	1
NARS1	1.4702340974825407	1.5649594182515263	0.517	0.585	0.05428823163519936	0.4120559742475774	1
DMD	0.030422074515031757	0.06992833525786532	0.025	0.034	0.05427876143003698	0.4903963078176823	1
ATE1	0.5553112963194053	0.6149398834570801	0.246	0.291	0.054277095855706725	0.3567329263936175	1
RIPK1	0.2914585318675333	0.3409251610723925	0.123	0.18	0.05422740070763449	0.09835942536698505	1
LDLRAP1	0.037501240163680595	0.07722083274243563	0.015	0.043	0.05420097502783272	0.07017074183932127	1
CEP57L1	0.1443289035695445	0.18813712008127567	0.054	0.101	0.0541995719245649	0.046614606914601606	1
MAPK1IP1L	1.2143100782233385	1.2990742776198143	0.453	0.49	0.05419581453881328	0.490415840895056	1
MOSPD2	0.24249077170134253	0.2900464057144938	0.113	0.158	0.05418782683263984	0.151806880944767	1
COG8	0.07970005904624025	0.12096758071517184	0.039	0.083	0.0541139678506882	0.04629318637733861	1
RTKN	0.06464232479468648	0.105317159822022	0.044	0.073	0.054091569311724125	0.17097529880774515	1
EHBP1	0.21553683629488776	0.2619641690744422	0.089	0.148	0.05407733423727057	0.050780577654452645	1
ARSG	0	0.038176622035924146	0	0.022	0.05405190618029494	0.0323161638070996	1
COG6	0.18388937961852025	0.2290792726135887	0.089	0.136	0.05404368444878402	0.11459313352020363	1
COG5	0.3834509307247257	0.43625771046023887	0.167	0.245	0.0540431636453107	0.05487173247783294	1
DGKG	0.004429953574086544	0.04276589492408271	0.005	0.028	0.0540383458102783	0.05283032086267391	1
RAD51D	0.2104913530342307	0.2566708229305571	0.094	0.132	0.05401402059855981	0.1940636575268677	1
DCTD	0.5165456023599153	0.5743990406756169	0.232	0.269	0.05401236642055263	0.40266378237019146	1
ECHDC3	0.017373764241612806	0.05616920888085452	0.01	0.034	0.05399119143721587	0.07146714380153359	1
SIGLEC5	0.03135112648847043	0.07067532522201357	0.02	0.04	0.05398547320670599	0.1705640922684703	1
ALDH6A1	0.1625571418685086	0.2068631973398553	0.094	0.121	0.05396052110341559	0.32310537738455375	1
ASPHD2	0.11038355778486035	0.1526697186898673	0.054	0.089	0.05392107800587653	0.1366413599210308	1
ZHX3	0.03912618143749851	0.07867917035422017	0.02	0.043	0.05389497856353718	0.1442923399420097	1
DCUN1D4	0.12219420155648411	0.1648804981772679	0.069	0.077	0.053859596983549196	0.6976116836679035	1
GRK4	0.03890191204001883	0.07838102750417078	0.015	0.047	0.053807571231786415	0.04706675947598457	1
ATP6V1A	0.7502546843028685	0.8167105398900839	0.291	0.346	0.053763702608998654	0.25995920960547175	1
CHN1	0.012324514321701866	0.05075405082943353	0.005	0.012	0.053753178734774816	0.38481367653577253	1
MARCHF2	1.088971348055399	1.1682663873111847	0.389	0.48	0.053749308367168736	0.25873138929118056	1
LRRC28	0.1456958848014857	0.18917256483637143	0.094	0.128	0.053733940791282686	0.20770816185663127	1
DENND10	0.298758271672068	0.3480164748604201	0.128	0.172	0.053705191056575896	0.2153539315931499	1
ISG20L2	0.5473526200573146	0.6060286946978628	0.172	0.263	0.05369566521303448	0.028526976290147433	1
ACYP2	0.5556169912537886	0.6145950726746577	0.256	0.291	0.05368549625517838	0.4134707011207323	1
REXO1	0.2564198383848885	0.30399665976633333	0.133	0.17	0.05362154617835396	0.2703992042299494	1
ZNF211	0.020641274459025687	0.059282822997407975	0.02	0.032	0.0536119426096811	0.3554011646110957	1
ZNF169	0.05411148630712544	0.09399663191385692	0.02	0.059	0.05358083728382239	0.030749768264721936	1
TNFRSF18	0	0.037806235544321755	0	0.014	0.053537109289400066	0.08872515798941491	1
PRPS1	0.3315129435791104	0.3818514449107785	0.167	0.2	0.05353607502765101	0.3431112507947297	1
AMN1	0.05310017862609099	0.0928993673417555	0.03	0.051	0.05351788312315231	0.23068160067940305	1
LIN7A	0	0.037774684439327744	0	0.02	0.05349324819752458	0.04141975792164112	1
CDK10	0.1621192309387531	0.20598260713668629	0.074	0.128	0.05345100687151938	0.05664803097605557	1
TMEM106A	0.39099402815602424	0.443478265793526	0.158	0.221	0.05343315923821079	0.09506329368593686	1
TIMM10B	0.3180403143643292	0.3677425840469573	0.167	0.209	0.053402235244843554	0.2625182085294605	1
SNRNP200	1.968022658780721	2.079941778669156	0.547	0.66	0.05340097338540506	0.12346234367783608	1
TAF15	2.2024766999159313	2.3232060835514154	0.655	0.68	0.053387688266455235	0.3142665227267435	1
CAAP1	0.423390022516343	0.47699128784946343	0.202	0.243	0.053330287965924206	0.33410521525857717	1
TBC1D17	0.13941715607184682	0.18227678873123063	0.064	0.101	0.05327179763257944	0.14209628679803718	1
TANGO6	0.06398409476002762	0.10399586279125854	0.025	0.053	0.05325818114481888	0.11318543641825315	1
MTREX	0.7577138272309447	0.8237836654225623	0.32	0.383	0.05323440432626525	0.2519273041898995	1
PLGLB1	0.011118563996433989	0.04910414513551778	0.01	0.03	0.05320572422670821	0.11013953051556094	1
BRD3OS	0.044336978045781	0.08356409665027985	0.025	0.047	0.05319719250244412	0.1808475724265253	1
NBPF3	0.01727382911509749	0.05544931840971492	0.01	0.034	0.053149228421745576	0.07123671808430344	1
ACAA2	0.723459173016115	0.7880256678316203	0.3	0.362	0.053060323999667314	0.2228263192554652	1
ZNF691	0.007472858577645989	0.045162615689201	0.005	0.026	0.05298645416339016	0.06765053281469453	1
HACE1	0.1067788910929735	0.14817856151879766	0.059	0.079	0.05297998966405057	0.37518108963395636	1
ATG2A	0.1722779152952293	0.21610856398737963	0.089	0.138	0.05295739209148426	0.09588115476009151	1
NUAK2	0.05317366064390183	0.09255096600037213	0.02	0.059	0.05295723518243589	0.031011862289975857	1
PCNP	1.5293925904381502	1.6238817979613773	0.473	0.579	0.052911753092333313	0.1006131172741436	1
TLCD5	0.16661609266771182	0.21019224528714137	0.079	0.113	0.05290636487299999	0.19491732647231455	1
R3HCC1	0.3511269925127626	0.4015889189892065	0.182	0.233	0.05289999406360374	0.1476211324730711	1
SIPA1L1	0.07191792399529003	0.11194452137774136	0.039	0.061	0.052890365112037166	0.28285585758426857	1
ZNF570	0.07566050520658761	0.11581674881543415	0.039	0.067	0.05287729877140768	0.16794469841653634	1
GAS2	0.03541149365407525	0.07405136624767096	0.01	0.04	0.05285875338327684	0.03752807190763645	1
SH3BP2	0.24847431499986056	0.2950351377248618	0.118	0.13	0.05282510172421995	0.6733424852992004	1
ERAL1	0.10980151401159413	0.1511732446915277	0.064	0.089	0.05280329053422497	0.2883796364237962	1
ZSCAN25	0.051925949920906204	0.09113446489364348	0.025	0.059	0.05279575170870307	0.06106281701051438	1
WBP1	0.20852210161916485	0.25353117797845265	0.108	0.111	0.052754021951948504	0.8563055278304845	1
EREG	0.042622253395788956	0.08144815995196816	0.015	0.043	0.05274795246615237	0.07119162783496931	1
PRDM15	0.06522632998994068	0.10482869052654852	0.034	0.061	0.05266269527130456	0.16739738934713494	1
ATP5F1A	4.093215677205013	4.282493353095182	0.803	0.86	0.052642235970485896	0.388549643015883	1
NAA50	1.0300198085910333	1.1054524136218356	0.355	0.46	0.052636463752537166	0.07257241368919454	1
BCL2A1	0.03468979545701142	0.07312046892412834	0.03	0.04	0.05261373645457637	0.47106096465213865	1
SYNE2	0.528281441598859	0.5850451853411053	0.108	0.126	0.05261372005222498	0.5691342838170352	1
KIAA0586	0.40286715007475415	0.4549510482580747	0.167	0.215	0.052592220715708404	0.18297850592708448	1
CARD8	0.8669149630485152	0.9362131677677641	0.32	0.407	0.05258158005580904	0.10527063873652331	1
NDST2	0.07805340259787345	0.11805038121096384	0.039	0.071	0.05255655449003019	0.1292273993374652	1
CALCOCO2	1.086171778510855	1.1634550025051684	0.394	0.445	0.052479158174257856	0.36765106025771266	1
SORBS3	0.061149436282357354	0.10045199099447015	0.03	0.061	0.05246836871750456	0.09736904224541508	1
HOXB4	0.18991898466352217	0.23393746788949196	0.103	0.134	0.05240593369935054	0.2948956138457974	1
MIGA1	0.30786724229514434	0.3562200467717374	0.148	0.198	0.05237517021451371	0.15880507274645345	1
REPS2	0.16602477225312115	0.2091279954764688	0.084	0.113	0.052368534020941354	0.27488287975359926	1
UBXN11	0.11115765682220344	0.15219633556977125	0.039	0.081	0.05232304628941997	0.058919502736228126	1
DUSP23	0.27025222493511125	0.31712644974197385	0.148	0.182	0.05227886598571452	0.32612043306906624	1
CCDC163	0.03274375654423605	0.07084882313793402	0.01	0.043	0.05227248388542862	0.029790028021992564	1
SKP2	0.12335165534246505	0.16475474211744476	0.064	0.091	0.052216582747936585	0.2526118840696678	1
MCTP2	0.02104138297374425	0.058659166486522946	0.02	0.024	0.05219685080802798	0.6999041905675032	1
GBP5	0.048820699579224025	0.08742907751377335	0.01	0.04	0.052153246922319735	0.037653646650226996	1
TMX2	0.4432141596634793	0.4963277249670254	0.217	0.273	0.052140789850417146	0.2702332733673194	1
KNOP1	0.4477426979986166	0.5009995597764902	0.177	0.221	0.05211833353152817	0.22992158075875416	1
NEPRO	0.41142242750595437	0.46325533443159783	0.158	0.237	0.052031698441146634	0.0408522791172491	1
NBPF12	0.3191094608861633	0.367543237309477	0.123	0.156	0.052022161420964275	0.29107925790135714	1
XAB2	0.17307025565485737	0.2161390407822596	0.094	0.119	0.05201876152061535	0.3633807903722358	1
TMEM131L	0.14786831310600104	0.19000652881969912	0.094	0.107	0.052012347511321166	0.575416478383163	1
TCEA1	3.5978146735553014	3.7665941017015223	0.744	0.82	0.0520104624628841	0.48473520009674764	1
ELP6	0.4216041766763146	0.47377719748983277	0.197	0.257	0.0519986122150905	0.18287788614896677	1
STX12	0.4174182248395935	0.46943005144836475	0.207	0.237	0.05199118061386221	0.4596356232826902	1
HPS1	0.8122867088856581	0.878774560882947	0.325	0.403	0.051980752480529024	0.1999477297891543	1
GIN1	0.04319726606546527	0.08143158849896825	0.025	0.055	0.05193040933539777	0.0896518354338006	1
LY75	0.2842106521793335	0.33126957466112245	0.108	0.168	0.05192086789996164	0.06261033880567467	1
DPP7	2.0243828961252843	2.135147923021438	0.601	0.715	0.05189271336098922	0.13185215044859017	1
SCYL3	0.29016894870641763	0.3374058770215985	0.113	0.158	0.051877361998262095	0.17261390602189308	1
MAPK8IP3	0.20590296574189895	0.25005167129252104	0.118	0.13	0.05187390646343315	0.6854324635832106	1
NKAPL	0.029886094321394364	0.06757965035369577	0.015	0.032	0.05185892718172585	0.19570208000040692	1
DAGLB	0.04699834759878505	0.08530549371828179	0.03	0.053	0.05184202682711954	0.19481126482483094	1
KMT5C	0.0424683977726701	0.08060886459107658	0.025	0.045	0.05184077271755321	0.21853401529100625	1
BICRAL	0.19689874568673962	0.24065847563400172	0.079	0.119	0.05180492035015477	0.13374143822849247	1
MAN2B2	0.19469623355639243	0.23836920649902235	0.079	0.13	0.05179766114476819	0.06868171799478717	1
CALU	0.8360704532510246	0.9031832319349071	0.33	0.372	0.051793047455774954	0.3993782927477107	1
H2AZ2	4.147683105989794	4.335790262547575	0.778	0.854	0.05177871541857204	0.5207037079849637	1
KIF21A	0.016223235834292582	0.053350296209398455	0.015	0.024	0.05176793395835323	0.421012320571732	1
DCAF17	0.17356542528625313	0.21639783976169713	0.084	0.103	0.05171688621791548	0.44605405478041354	1
PLP2	6.175641125083226	6.437442031021177	0.833	0.783	0.05169878004551309	0.5346277086304113	1
SYNCRIP	2.437555680572069	2.5629569065556583	0.601	0.686	0.051691952303089206	0.12932059328543521	1
EIF4E2	0.6208056769979599	0.6799097874752126	0.261	0.348	0.05167262877247092	0.054285244738585946	1
VRK3	0.4719120516092625	0.5255811843913475	0.207	0.271	0.05166748420415579	0.13560657462203815	1
ZNF266	0.2606013823106067	0.3065549706950445	0.113	0.148	0.05165567462111842	0.26213087834862836	1
ERCC6L	0	0.03645174055150351	0	0.026	0.05165294299058714	0.019781559311064213	1
IGIP	0.015680254075161024	0.0526834623534417	0.01	0.026	0.051625389734906615	0.1726000227887181	1
LRRC18	0	0.036370458335000626	0	0.018	0.05153979729889762	0.053217285298576084	1
CRCP	0.380093633048721	0.430287599388873	0.172	0.235	0.051539119833684366	0.14131692253032743	1
RGS3	0.01693301898473007	0.05390985641641673	0.02	0.04	0.05152681669380997	0.16292603869543024	1
SPPL2A	0.7732777221158338	0.8377035450406856	0.296	0.401	0.05148555068467153	0.062329467197087506	1
GABPB1	0.22702013012395386	0.27158772238450274	0.108	0.152	0.05147207432367107	0.16538973630865195	1
KANSL2	0.4917201203339822	0.5458809382407074	0.182	0.275	0.051452329521766926	0.03185088208021734	1
QPRT	0.02020208733343578	0.057232346060311065	0.015	0.04	0.051437512467672364	0.08543852350530001	1
CBWD5	0.14055649481635088	0.18190566617327525	0.079	0.107	0.05137698240684099	0.26366709436197905	1
DHRS7	3.635910457072309	3.8038738108956696	0.739	0.812	0.05134555368346083	0.3911625343621157	1
FBXO30	0.09947786090067795	0.1393045065214635	0.049	0.067	0.05133483916030346	0.3795536229801247	1
NRXN2	0.03399998406119322	0.07144642535920609	0.025	0.043	0.05132355052852892	0.2592738597303047	1
RTEL1	0.002664345488876757	0.03896273027313572	0.005	0.016	0.05130517629124355	0.22869721316141306	1
LAMB2	0.00874664128974474	0.04526247664753003	0.005	0.022	0.05130139410587292	0.10926133695103507	1
ABI2	1.131007871367396	1.2081426893486762	0.384	0.464	0.051297479482149466	0.2226387349674805	1
PHGDH	0.12696548287298537	0.16772630075425732	0.074	0.103	0.051258836867342505	0.23226030385651236	1
TP53I13	1.4570500832143551	1.5459085476598433	0.483	0.538	0.05125333155584655	0.6244585431076982	1
DSTYK	0.13409555070701024	0.1751001765722853	0.054	0.091	0.05124155442994183	0.12285231649056025	1
PABPC4	1.1121182951482882	1.1884360943655656	0.394	0.445	0.05120961655290235	0.38773241100332717	1
STYXL1	0.19538438271956246	0.23854881201567116	0.099	0.142	0.05117612756500145	0.16879674313153	1
ABCF2	0.2446598724029364	0.2895842308166526	0.108	0.15	0.05115445606658542	0.18669609618721966	1
ASF1A	0.34666992743633385	0.39526102756799153	0.143	0.19	0.05113876335923545	0.18595431257938047	1
GLI4	0.2186776214788461	0.2626447745663445	0.108	0.134	0.051132278178309676	0.3846715517517205	1
UQCC1	0.17735840864589938	0.2198069929707002	0.099	0.128	0.051099322765092825	0.3250327230650774	1
MRPS28	0.20497897474338014	0.24842099280748672	0.118	0.154	0.0510965486002789	0.23849074954151048	1
CEP295	0.2366257753414069	0.28116282667225895	0.094	0.14	0.051044862072773145	0.11632793190682895	1
EWSR1	2.566530414291158	2.6949500762763976	0.67	0.735	0.05103359528099172	0.5847731753069001	1
WDR62	0.010403661549832681	0.04676534149784065	0.01	0.045	0.05100629016049964	0.023074890887022567	1
TMCC3	0.09499142196056265	0.13435226534065267	0.049	0.067	0.050949160980395064	0.39371277495153656	1
GPR89A	0.07258412656617848	0.11113363599503505	0.039	0.067	0.050941532196384615	0.16452680614423837	1
ZNF778	0.031430157628211525	0.06848354407505532	0.02	0.047	0.050918555213330975	0.0970007935118289	1
TMEM41A	0.2850632896126082	0.33120873108907944	0.128	0.176	0.05089738674919947	0.1591589843014788	1
USP31	0.034760729058283604	0.07188330828849068	0.02	0.049	0.0508506463940673	0.08104656784606423	1
THAP2	0.07308326932677753	0.11154862547624958	0.034	0.057	0.05080903048239914	0.23025141140877464	1
ACYP1	0.3106308434702429	0.3575862625362467	0.133	0.198	0.050782482767608106	0.08003737110255262	1
PYCR3	0.05806456234063182	0.09596232192407801	0.034	0.051	0.05077053840054373	0.3523868793540314	1
STK25	0.4568547481656939	0.5090195391585999	0.202	0.269	0.05075444186385636	0.09174274920824392	1
PTTG1	0.30276329851873324	0.34939316934050757	0.128	0.142	0.050735782235253046	0.6238782527738916	1
ERI2	0.06132417713276229	0.09929833604807348	0.039	0.065	0.05071758024453889	0.19610112596844734	1
MRPL20	1.5313897950410496	1.6218945517375687	0.488	0.559	0.050679986547071953	0.4189049664491578	1
NDC1	0.11876974580134532	0.15875685847032628	0.054	0.109	0.050664732380598904	0.0308499358593872	1
NPFFR1	0.012722387330537804	0.04885863844322357	0.005	0.016	0.0505815001958773	0.2328166052570596	1
TAF13	0.24118805007858804	0.28543323899607465	0.133	0.164	0.050532971419561035	0.35336340277987915	1
SYS1	1.1695794335688818	1.2468895366622017	0.429	0.488	0.050513791672514685	0.4316933193435412	1
SORD	0.18586504615363128	0.22806956526472102	0.094	0.123	0.050452448363682234	0.29892544081413897	1
MDM4	3.312876040117067	3.4663080710708765	0.734	0.789	0.05043251590137032	0.2151022813977715	1
HNRNPK	7.843843710595427	8.15833697613586	0.926	0.957	0.05041211927467071	0.4234725580256182	1
PRKCE	0.19998636796672023	0.2426002321792085	0.103	0.14	0.050344212274035405	0.2241813985232948	1
SUSD3	0.002664345488876757	0.0382684165387898	0.005	0.03	0.050340735699061244	0.04081959083946079	1
ZNF133	0.016472173627818804	0.052507146633852975	0.01	0.032	0.0502593080626282	0.08986943390847463	1
GZMA	0.13626923286481843	0.17652440065511318	0.034	0.032	0.05022652764803859	0.8814082991014098	1
THAP7	0.21850370837020228	0.2616613050791484	0.128	0.164	0.05021402685223059	0.2657503522614889	1
GLDN	0.02053306023881724	0.0566632355149887	0.015	0.02	0.05019273566054806	0.6201770894576646	1
KAT2A	0.1682258279403871	0.20956732913492462	0.084	0.099	0.05017189112709805	0.5177634755980645	1
TRIM14	0.48168913180383516	0.5341203086722527	0.197	0.261	0.05016883378923709	0.12148387401264196	1
ZC2HC1C	0	0.03536514234469999	0	0.022	0.050139652891380775	0.0323161638070996	1
KIAA1109	0.9758636306099594	1.045707901932275	0.35	0.37	0.05011678441143419	0.9896539205351278	1
FAM169A	0.06048309489300691	0.0979687067589223	0.039	0.057	0.050115313508135834	0.3467653179991335	1
DDIAS	0.021431013777387754	0.05751796654094947	0.02	0.04	0.05009040452892575	0.1697476732323256	1
APPL1	2.070315201088034	2.1787525121039684	0.591	0.682	0.05007392558871149	0.3963970398174386	1
H3C2	0.326546763276683	0.3733876511130858	0.084	0.071	0.050063362532084266	0.5495077789254434	1
DGCR6	0	0.03530238099849521	0	0.024	0.050052197535138315	0.025263279702299992	1
BNIP3	0.057153138820703366	0.09447183368359134	0.039	0.063	0.050050446989292646	0.21995472088572993	1
PARP3	0.01166283177330556	0.04736486646204428	0.01	0.026	0.05003556897215454	0.1720821026299759	1
PPP1R16B	0.7929894267739866	0.8562525736675102	0.246	0.324	0.05002604550574963	0.13108070880790212	1
MYOM1	0.02654153218957024	0.06274435641105604	0.005	0.034	0.050002600015033545	0.02679563148279305	1
C19orf12	0.27384883568883167	0.31876036213719156	0.123	0.152	0.04998834291373255	0.34355867339641527	1
FBXW9	0.03003375951107331	0.06632857001350574	0.01	0.036	0.04996042445744608	0.05792182232414232	1
BTN3A1	0.2810088120051584	0.32611604420900653	0.118	0.148	0.049926626690209086	0.32938450500920885	1
NEURL1B	0.016920763076634406	0.052718036316430565	0.01	0.038	0.04991180064906364	0.04693824049961215	1
CENPO	0.07626960606080316	0.11415575621472447	0.044	0.067	0.049911412991861595	0.26491403230444277	1
STIMATE	0.03357333069542017	0.06995628311827451	0.02	0.034	0.049911101629008546	0.30409817634635944	1
ZNF180	0.059677757318648904	0.09697324417068522	0.039	0.061	0.049902722812882355	0.2559503730006544	1
TCF20	0.3194802346586246	0.36590386753096	0.128	0.176	0.049886210389407604	0.15537186797955338	1
FUT10	0.06312611112217248	0.10047648858020206	0.03	0.065	0.04981557900390027	0.06607211983784982	1
CCNE2	0.07374118806203515	0.11144481834970016	0.044	0.065	0.04979003083342842	0.2912192182357712	1
MYL4	0.030661892952368056	0.06685199642180117	0.01	0.03	0.049788909611979563	0.11398749519505096	1
VLDLR	0.01833311639145603	0.05404458188738988	0.005	0.026	0.04972631654284372	0.06920107479380504	1
C1RL	0.07701385392500952	0.11476408474510627	0.044	0.069	0.049701620047689354	0.23132821362432485	1
TPK1	0.11094878589919044	0.14984914951083744	0.054	0.081	0.04965229334169233	0.22449423418112743	1
SPRYD7	0.12139199060214731	0.16063139880410865	0.059	0.085	0.04961919337253612	0.259459493355417	1
VASH1	0.28392679173230984	0.3288476000454208	0.113	0.128	0.049612713736151504	0.6177766125732722	1
ACTR5	0.10233569365924247	0.14090026071952902	0.049	0.081	0.049609040572292595	0.15049267076228656	1
CDC42BPG	0.013803912900152175	0.049247717946749994	0.01	0.024	0.04957668814008666	0.21705221446155334	1
CHGB	0.015333423219922636	0.050809486340634404	0.01	0.03	0.04954756096477396	0.11292770162279006	1
HBEGF	0.019799470958136	0.055409571169524635	0.005	0.026	0.04951747738802241	0.06894064243068937	1
EPHB4	0.017927979092013505	0.053471113678326826	0.015	0.02	0.049515265000531813	0.6151985890986683	1
CAVIN3	0	0.03491036220799207	0	0.02	0.049505815455702276	0.04141975792164112	1
DRG1	0.37471988370511805	0.42268760492201246	0.197	0.239	0.04948122680676775	0.3323635915711563	1
TRIM69	0.22434896714223979	0.2670413640194089	0.094	0.14	0.0494488063295625	0.12614696555155563	1
PLCB3	0.17790997524679814	0.21897083732181485	0.094	0.117	0.04943432955211455	0.3642495779761038	1
TIGD5	0.1901329853238025	0.23161566470489542	0.099	0.123	0.04942933287921031	0.3620689211362819	1
DCLRE1A	0.04242650333996554	0.07875716025968689	0.02	0.04	0.049424465819796634	0.17261800549670647	1
SPIB	6.315333613446246	6.569999637809456	0.892	0.919	0.04936957167523648	0.5998770655179091	1
CARM1	0.17590818332561067	0.21684315892151482	0.099	0.14	0.04936781172568094	0.16772774828411852	1
ZNF726	0.05984250322908751	0.09673416895820167	0.039	0.071	0.04936399106975119	0.12139890698496317	1
MALSU1	0.3308513208406867	0.3771548748853834	0.172	0.223	0.0493414079206298	0.1992362472459496	1
CHST7	0.015518010993908558	0.05080784892539726	0.01	0.022	0.04928305455149384	0.2717784611634456	1
MPND	0.1954064575741387	0.23688174724525896	0.099	0.148	0.04920633593835144	0.1168850258274414	1
C6orf136	0.0338132659917624	0.06967822811822152	0.02	0.045	0.04920126181121255	0.11800324940166194	1
ETNK1	1.3170772606711405	1.397359746091273	0.448	0.545	0.04914026476182021	0.14367524880244262	1
ROBO3	0.11454653861635666	0.15313603158597228	0.064	0.095	0.04910585439283166	0.19650343317924357	1
GINS1	0.06615130434429382	0.10303805243776155	0.049	0.067	0.04907036696166184	0.36676544938728695	1
NDUFAF5	0.12476596681879898	0.16365966691517858	0.069	0.093	0.04904433086433638	0.2953512202612377	1
NUFIP2	2.5289234374300116	2.650920759734795	0.645	0.702	0.04903222645517835	0.41137394864860727	1
SNAPIN	0.3213033286237551	0.3669774722121928	0.163	0.209	0.04902776667481662	0.2201765960586973	1
TRIM6	0.002664345488876757	0.03732101674785196	0.005	0.02	0.049023703483413616	0.13843397508535718	1
H2BC9	0.09892565118039834	0.1368422582012226	0.054	0.079	0.04893830517972805	0.2594277764158383	1
BORA	0.04895628569516953	0.08514562831035424	0.025	0.043	0.0489341115297286	0.26626115238333564	1
ZNF619	0.035551803916357594	0.07126480380747356	0.025	0.043	0.04891541428472046	0.2587416856987217	1
LILRB1	0.9047491798721267	0.9703622520116251	0.266	0.348	0.04885986016230193	0.06312322014802152	1
PUDP	0.07453972961991384	0.11153485979381117	0.039	0.053	0.04883436926036326	0.4773930012795159	1
JTB	3.08296783833575	3.2235205887900036	0.778	0.81	0.04882788043057262	0.44731411577419894	1
XPO1	2.1173679229330546	2.2246631331721027	0.616	0.636	0.048820019148490434	0.5349618406045582	1
TTC31	0.23484071662651892	0.27733854448179107	0.103	0.15	0.04881598702230733	0.13856156425352326	1
CCPG1	0.1790167397368214	0.21957524010224472	0.103	0.101	0.04879456414959152	0.9343042855433649	1
RASEF	0.029909093710254346	0.06533516268203038	0.015	0.032	0.048790383241812556	0.19876192418828356	1
PSPH	0.06280583153585714	0.09933443434196608	0.034	0.057	0.04875229402487655	0.22855556888843584	1
CASP6	0.10041809776514894	0.13823037114464531	0.069	0.089	0.04874080830007227	0.36294013915113865	1
APOLD1	0.06550402943796374	0.10210835561740379	0.03	0.075	0.04873002284674234	0.027367876415845233	1
