gene	H_mean	P_mean	M_mean	H_pct	P_pct	M_pct	HP_avg_log2FC	HP_p_val	HP_p_val_adj	HM_avg_log2FC	HM_p_val	HM_p_val_adj
FAS	0.04963211402700874	0.10390155878797729	0.05758808907856442	0.025	0.051	0.037	0.0727277587581671	0.1247755591322856	1	0.011225952828204502	0.36207832279687546	1
PLXDC1	0.01670522080264287	0.06927037924235521	0.029173928595699637	0.01	0.038	0.019	0.0727252528815836	0.045481658176001485	1	0.017740954082671238	0.3518431132206851	1
PPM1L	0.066037794331099	0.12111750079037992	0.08723990625539177	0.02	0.073	0.053	0.07267890338877248	0.006655809501494357	1	0.02846149938697211	0.035819307950865326	1
TXNL1	1.0490688122746383	1.1548710909817317	1.5700393580530911	0.374	0.493	0.622	0.07263313271744631	0.11184420487819768	1	0.32696577887481526	1.763715434733136e-7	0.003501151509488748
FAM174B	0.007534579954702105	0.05954535436560435	0.03238805382963247	0.005	0.03	0.023	0.0726159894547454	0.04206310638163252	1	0.03534590801935521	0.0920538181381394	1
ANPEP	0.005328690977753514	0.05722191742927756	2.9502788841860047e-4	0.005	0.03	0	0.0726109732365179	0.04158209176137462	1	-0.007242381056857487	6.159091671016444e-5	1
CWF19L2	0.9005177361902539	0.9986011785798504	0.8385955147000284	0.36	0.428	0.382	0.07259812169002577	0.24302297932597886	1	-0.04744573729935342	0.9989778237299343	1
LHFPL5	0	0.05160656356547941	0.02209182305669534	0	0.02	0.016	0.07259505162718977	0.04162764996367915	1	0.031501097674074156	0.07165117286776315	1
ACSL5	0.2581614720335086	0.3230719493180747	0.34948174910641655	0.133	0.184	0.209	0.07257442912061135	0.14466426240622793	1	0.10126723497624596	0.015946860471622363	1
CD52	2.9063545496793535	3.1078433293216245	0.99162101588766	0.502	0.554	0.272	0.07255826171148283	0.5450348211757637	1	-0.9729002725495897	7.4686936342782e-19	1.4826103733405655e-14
ZNF717	0.0699314975127576	0.12510085217779676	0.07122999957875772	0.034	0.073	0.046	0.07253589716655384	0.0593599694850633	1	0.001594799200743513	0.43804877943484494	1
DNTTIP1	0.43983707680264544	0.5140704285056443	0.4165463080278747	0.207	0.257	0.25	0.07252674097663514	0.2644058805413876	1	-0.023402177010284242	0.4310638155376426	1
NELFB	0.3392055388827553	0.40823644022528144	0.34995828265088486	0.187	0.236	0.217	0.07251218014797928	0.15805132606232364	1	0.011271591636752565	0.38502333389622334	1
DCAF1	0.28634529257481284	0.35264567599508356	0.2365427756181412	0.123	0.166	0.14	0.0725060204121577	0.19488382438081148	1	-0.05720063643029266	0.6952871713313805	1
SLC25A30	0.15296499282236437	0.21236828427629556	0.21597410932918798	0.074	0.125	0.138	0.07247930714609988	0.05156410306778383	1	0.07658176043111989	0.010835954893622834	1
RCE1	0.09123589579652346	0.1474462667334346	0.19043988989639224	0.054	0.089	0.123	0.07246358870787073	0.12347407280032639	1	0.12580076732328185	0.0035842444891227565	1
ARMC8	0.41890471009403657	0.4919699953759911	0.48607101597072677	0.177	0.244	0.269	0.07244081716707951	0.08425410330532827	1	0.0663214907073375	0.013100067477584156	1
ADAM15	0.05373492097548257	0.10797119165581343	0.028117870601930006	0.015	0.071	0.02	0.0724083841377101	0.003579635727798878	1	-0.03552945229002005	0.6263613489980204	1
ALG12	0.08322853192897643	0.13895596924391254	0.13351053339916208	0.039	0.079	0.085	0.07237433045748307	0.06259338648904975	1	0.06537286111100668	0.022167920311971318	1
ZBTB48	0.10671382980850988	0.16359782093195016	0.1536994926128043	0.044	0.091	0.097	0.07231027651659286	0.04058781702092453	1	0.05990595688748493	0.014093473837239887	1
PTDSS2	0.054371686637808544	0.10856005345456993	0.13854868801908016	0.03	0.055	0.091	0.07230339184794336	0.16544460993554902	1	0.11060595224974405	0.002914991771064169	1
FAM167A	0	0.05137012904642297	0.0027931269761413183	0	0.022	0.001	0.07227065154156523	0.03249300116495416	1	0.004017519192797329	0.6122528874135326	1
NCOR1	2.1263681177368823	2.2869332677714693	2.0634793047664597	0.557	0.669	0.685	0.07225450662922239	0.0999923354836144	1	-0.029087988035207735	0.21132464838665985	1
ENTPD1	0.08052805464679702	0.13601140407607523	0.0722464054072894	0.03	0.077	0.047	0.07224078712336719	0.02147491276719554	1	-0.01109200978318206	0.2542947062434326	1
NUP98	0.5265364524391162	0.604895593129228	0.4492552613069501	0.207	0.279	0.259	0.07221740519472586	0.055910924660715754	1	-0.07464906565531215	0.18961988501757238	1
LIN52	0.09866877137492565	0.15505394193553604	0.11627523661235319	0.069	0.097	0.077	0.07220372265929056	0.2341110741492379	1	0.02289856699890236	0.6912328687574495	1
ZNF681	0.05647997567864611	0.11069512567954723	0.15105163290701693	0.039	0.073	0.09	0.07219744324101733	0.0991540028185967	1	0.12363339978654996	0.011967450956095325	1
FBXO41	0.24832764852212752	0.31237227038642174	0.23383301875113627	0.118	0.164	0.146	0.07218036800910582	0.15208840191336204	1	-0.017019936274626057	0.35912073117764887	1
ZNF692	0.07043197832331029	0.1253062487035757	0.18851892435155054	0.039	0.069	0.121	0.07212455885579068	0.14164502566181456	1	0.15112060471202954	5.099415508091048e-4	1
ZNF688	0.245149458345612	0.3089739393788386	0.23172588880839512	0.118	0.172	0.146	0.0721174517540874	0.09734415863125057	1	-0.015427343486191958	0.3719682481950333	1
MCM10	0.07456650110169766	0.1296325192978167	0.10024638144540324	0.039	0.065	0.063	0.0720987571079539	0.19657180424886825	1	0.034678789039778626	0.1771342089306161	1
IPO8	0.3905709185404254	0.4617270318055092	0.3343772415723467	0.172	0.222	0.198	0.07199659894133453	0.21391195437382315	1	-0.05925807510749015	0.5855019094082476	1
CD46	1.3540889530817566	1.4745088834906777	1.245365942167304	0.453	0.549	0.519	0.07197338550554355	0.1785674724429344	1	-0.06825308974180655	0.9473034753951302	1
PRKAR1B	0.04594352757855236	0.09940289671724707	0.08190875323611736	0.03	0.063	0.057	0.07191522580028877	0.07972151882059042	1	0.048645722278315595	0.09895839435122136	1
ASGR2	0	0.051037704051175053	5.219101098225953e-4	0	0.032	0	0.0718144242686657	0.009638003197681834	1	7.515445055578001e-4	0.7700158991017543	1
RBMXL1	0.2550557428018008	0.31910187542606094	0.19473574879875993	0.118	0.156	0.12	0.0718045472041175	0.22602662516115213	1	-0.07086402896783761	0.9108212287166163	1
IRF8	26.43940048912083	27.83793241319846	13.030001701812711	0.99	0.994	0.962	0.0717187706297091	0.3510873262671818	1	-0.967630911266109	2.3743245738781005e-57	4.713271711605417e-53
CHIC2	0.19060152603218175	0.2512522540608263	0.39599771369331743	0.108	0.156	0.23	0.07168201936951218	0.12425865464873408	1	0.22969774609801064	6.672160572896708e-5	1
ZNF639	0.23517205847168576	0.298001539743491	0.3913358847494709	0.123	0.17	0.222	0.07158007265875665	0.17700203101098022	1	0.1715569788549306	0.0015788721223450848	1
POLL	0.01514190003760642	0.06675412717315023	0.030397709632264847	0.01	0.057	0.019	0.07154628580622086	0.0060977933133842055	1	0.02145110208685168	0.356179104708134	1
XPR1	0.090822159462164	0.14627116173589452	0.1493658469066124	0.039	0.089	0.09	0.071532454960021	0.028631385668253715	1	0.07557834092120391	0.014305845907363918	1
PAIP2B	0.33143543496484323	0.39910758037564464	0.23705161224286128	0.153	0.174	0.133	0.07152442875699078	0.4872365032435014	1	-0.1065236231965207	0.30649736754800094	1
SCFD1	1.4130297272306562	1.5356705637703882	1.2753137627677913	0.502	0.56	0.545	0.07152163273432599	0.31374478083749385	1	-0.08436542549876114	0.9791996633199012	1
RRAGD	0.15923769986445896	0.21815183568717317	0.22078080457731752	0.064	0.111	0.126	0.07151754914752873	0.06257580090302804	1	0.0745282283044994	0.010187573765063322	1
DLG1	0.6832317451021505	0.7686927350119703	1.0227528261543377	0.271	0.341	0.44	0.07144961987226939	0.1464098553821257	1	0.2649285162882943	3.726593682876903e-5	0.739766111987894
B4GAT1	0.0369499918299714	0.08957381790502188	0.14084144788640587	0.01	0.055	0.088	0.0714176212870662	0.007869439631062332	1	0.13792922680640438	1.0415620738504793e-4	1
GPR155	0.10598936089700667	0.16211333215384063	0.12884474472638943	0.049	0.083	0.073	0.07141326319194632	0.12948315501458268	1	0.029368527754708135	0.2096489939370296	1
ST3GAL2	1.5923466538538722	1.72376943488447	0.4330626336859612	0.458	0.547	0.238	0.0713459341949152	0.1568630361568005	1	-0.85473552744128245	1.450119647272728e-19	2.878632511801092e-15
YBX3	0.3422343802283865	0.41026489129972676	0.038897833565804514	0.118	0.174	0.024	0.07132955461048796	0.07675162784993662	1	-0.3696701288275311	1.3701596708350302e-17	2.719903962574618e-13
TRIO	0.1710996683792448	0.2304429225378121	0.1325802002765186	0.084	0.105	0.077	0.07131387197264924	0.38827134743872704	1	-0.0473393109189042	0.6921515707870227	1
SPC25	0.03435025906625195	0.08675353295239982	0.17237786667668786	0.025	0.048	0.08	0.0712999816369427	0.14902563738178026	1	0.1810571880459053	0.003384491550839384	1
CPQ	0.27713959570836083	0.3418132905171899	0.3531367832868295	0.133	0.168	0.203	0.07126771347169647	0.2917817129340435	1	0.08324918238175322	0.031156375469043582	1
STK11	0.29870320815164914	0.36443583480058944	0.3780649985163602	0.133	0.208	0.228	0.07123278048006754	0.05542822316208364	1	0.08525614576229218	0.0075986501498432005	1
ARPP19	1.0505217038152648	1.1542636659339196	0.9638916254959461	0.389	0.501	0.457	0.07120382188800978	0.050783240469711305	1	-0.062314798823345785	0.5267194304949963	1
ATG13	0.6556177720000067	0.7393714902218984	0.5541427143919101	0.261	0.362	0.312	0.0711964522537758	0.05070649893334743	1	-0.09057256505337807	0.524600230607468	1
DMAC1	0.7601266295498411	0.8491214864160082	1.1399167627608542	0.33	0.37	0.501	0.07116078721630481	0.497115380833302	1	0.28178733541059287	3.370870946048362e-5	0.6691515915000604
FAM24B	0.1770770656451038	0.23658893957923038	0.2534654478243754	0.084	0.131	0.15	0.07115722720707304	0.09077578845336025	1	0.09059298954299175	0.012405630982595893	1
ZFP90	0.11920836200478989	0.17578448072560335	0.25724453233548	0.069	0.101	0.141	0.07114499434132868	0.19832021309934802	1	0.16789287495569177	0.003537999444806277	1
INTS7	0.17398588159679715	0.2333124471619606	0.2225727114102487	0.094	0.117	0.141	0.07112327951592834	0.40059083706546533	1	0.058366790975714566	0.07741741706338653	1
PRKACA	0.22918400929834265	0.291288102500449	0.2743018722470886	0.133	0.174	0.169	0.07111001598157035	0.20259661935910292	1	0.05181527938803432	0.21285515837424726	1
PLAA	0.18448657222456388	0.24432461164601518	0.22184449542650433	0.099	0.133	0.14	0.07110105210591491	0.2158536221573807	1	0.04476220494056751	0.10659923609811031	1
COMMD5	0.1364823292773521	0.19388439358051382	0.2773606093403907	0.074	0.119	0.172	0.07108789164608303	0.09567494888595503	1	0.1689243435230668	3.722475919289228e-4	1
CCNQ	0.2042261992260055	0.26504086908617575	0.27795226651157046	0.103	0.166	0.176	0.07107758390335428	0.053737966680385316	1	0.0857921692415976	0.012969836209523548	1
BUB1B	0.11499832909818138	0.17129913853543027	0.15321779654609483	0.069	0.081	0.09	0.0710680251660471	0.5786031175649713	1	0.04869619562650793	0.3046031962130232	1
NCBP2	0.9543828492404498	1.0530564120331891	2.734605758933467	0.384	0.432	0.753	0.07106016071558563	0.3218545401112675	1	0.9342822637342083	1.4563845754206205e-29	2.8910690206674737e-25
MINK1	0.06585935497082569	0.11959886688186902	0.10291615338758636	0.039	0.065	0.067	0.0709648514782221	0.18645533081312682	1	0.04914767080565596	0.1182560232851666	1
MYH9	2.730490440829389	2.9185644545353187	1.5237283894302553	0.635	0.721	0.576	0.07095991593607764	0.2046413949258692	1	-0.5627095521252616	3.2251014679912497e-7	0.0064021489241094295
UBTFL1	0	0.05036920120354393	0.0048313851601094315	0	0.024	0.003	0.07089651943717361	0.025412986516688524	1	0.006942221267756346	0.47315561404030854	1
M6PR	1.9625688249578916	2.1117772826058254	1.1231266522259131	0.562	0.669	0.503	0.07089013647095577	0.17336356655361423	1	-0.4806007934328427	1.0503388200785688e-6	0.02085027591737967
ZNF263	0.2313378223439941	0.293319804398515	0.2396452375785006	0.113	0.149	0.153	0.07085243512574513	0.23672528250480357	1	0.009612584252411627	0.18111846713120758	1
FHL3	0.029964476321712313	0.08180781430186267	0.03487574079257816	0.02	0.046	0.023	0.07084964433720259	0.09585848336295191	1	0.006784397123016074	0.7436165020968561	1
SFXN5	0.13605682500231536	0.1931990474569706	0.27342994162490614	0.074	0.111	0.157	0.07079973152585076	0.14443566788357978	1	0.16483624215606393	0.0013422050418350879	1
RNF111	0.25997250012725304	0.32334023321014477	0.2462133341659236	0.103	0.188	0.15	0.07079178272222109	0.014849667301134371	1	-0.016111839336611422	0.1303127917734042	1
KCTD3	0.24685824037626672	0.3095426297510932	0.13578771930458294	0.103	0.137	0.079	0.07076557523124621	0.22667238377302992	1	-0.13482083163490677	0.16290355104146717	1
ZNF358	0.0960002743043356	0.15109854351425858	0.14384042047993803	0.044	0.083	0.086	0.07076318595991432	0.08383023995761117	1	0.06146221123667009	0.04209309655659463	1
DGAT1	0.28260385998413334	0.34704821307070177	0.3280374615385738	0.133	0.194	0.195	0.07072583408037125	0.07752312643185905	1	0.05027689114190759	0.047677200097145565	1
NIPSNAP2	0.8148540152409278	0.9060224355951995	0.8476077239818414	0.31	0.404	0.415	0.07071159699680374	0.07497571013976605	1	0.025597397939781774	0.050161787506966975	1
BOD1	0.21646830670382214	0.27754303800561314	0.3605175703529922	0.118	0.156	0.216	0.07067316018110187	0.2030847765994719	1	0.16171448001960298	8.885244686619835e-4	1
KHDRBS1	2.540855938295551	2.7185769477835007	3.7377967199941007	0.655	0.711	0.845	0.0706524777920785	0.23163663491436676	1	0.42008473251849643	1.446519374198332e-10	2.871485609721109e-6
PPAN	0.14807039537357078	0.20569124281389015	0.2850202946139501	0.069	0.119	0.179	0.07064939929624453	0.06529173557418172	1	0.16321858130220857	1.2361790869297004e-4	1
OMA1	0.15797127150036097	0.21605555605651813	0.40168990753754275	0.094	0.133	0.223	0.07060967900905663	0.17084795217885684	1	0.27563207387168476	1.4875406412149972e-5	0.2952916926875891
NFATC2	0.10761987254720089	0.16316904264777182	0.1784643608169271	0.059	0.097	0.11	0.07059793463452382	0.10986111378944888	1	0.0899371433243164	0.02218123661120128	1
HLA-G	0.1363969346395005	0.19336681023981697	0.0344494048002477	0.069	0.101	0.024	0.07057071345475502	0.1871808328555257	1	-0.13559639976596935	2.6470376992566317e-5	0.5254634536794339
GPR162	0.010243519181501843	0.06088730022537485	0.006829954935920124	0.005	0.028	0.005	0.07056830805333103	0.054401673856649034	1	-0.004898867724024765	0.9375771851164707	1
AKIRIN2	1.7109717055091473	1.8468577745808508	1.385108225831322	0.557	0.604	0.565	0.07056036385430264	0.3519780367584108	1	-0.18509466834758048	0.15097253167343466	1
BCL10	0.5146788679703969	0.5905505046582213	0.6082516481545357	0.232	0.287	0.326	0.0705142268015907	0.21552841825726868	1	0.08680796481387953	0.026929247806069194	1
DEPTOR	0.014925686631729232	0.06574465848593722	0.011189886878652185	0.01	0.034	0.008	0.0704877281074909	0.07061054673833211	1	-0.00534595722490834	0.7022738641138903	1
AGAP6	0.0820897177430674	0.13627097219308726	0.09409704549098817	0.049	0.069	0.062	0.0704868023223938	0.31665644748426175	1	0.015751075139762982	0.46050543834667335	1
GLOD4	0.6237508781751132	0.7049038503068535	0.8060096521702879	0.276	0.347	0.412	0.0703600734407388	0.15538030986499443	1	0.1533705502520083	0.0012681914972467753	1
THAP12	0.6338497934665024	0.7154359351876086	0.7096906942167427	0.256	0.323	0.364	0.07029989120392222	0.12775667048173447	1	0.06545233835587971	0.009442916730677325	1
ZNF276	0.36419979639802075	0.4322226177340693	0.14874795139394772	0.167	0.228	0.094	0.0702008031484142	0.12380902750034904	1	-0.24761937298652192	1.272682410910183e-4	1
KHDRBS2	0.1036560566535314	0.15861141829472114	0.3122043788564125	0.069	0.091	0.157	0.07010614746396746	0.32744759729599854	1	0.24926130675313396	5.666146341288958e-4	1
PAQR3	0.13341000265807876	0.18982763691873286	0.1605696994872553	0.049	0.095	0.102	0.07008275442732961	0.05039517181719955	1	0.034387978548210574	0.016601162178024913	1
INO80E	0.39595324662126347	0.4654314466860934	0.3898374686162471	0.207	0.251	0.234	0.07007485640982392	0.31251356332706176	1	-0.006423061623721915	0.6120881281805259	1
FLI1	0.6143219108834295	0.6946619995394926	0.6941187765594231	0.271	0.293	0.344	0.07006926223716059	0.5431342555476483	1	0.06942316990436259	0.08762483020978278	1
LIN9	0.028599669887937506	0.0797834537542698	0.08344233512254493	0.025	0.051	0.059	0.07006041889196431	0.12305141119841839	1	0.07506849379601502	0.037902140316345805	1
NEUROD2	0.030969674875410535	0.08226918590050773	0.0048599386411940825	0.015	0.051	0.003	0.07005747847529756	0.030643408564614866	1	-0.03701874699141287	0.002645313814130134	1
ACADM	0.9834094236224448	1.0820911161589541	1.461839809133396	0.404	0.442	0.586	0.0700506896037365	0.4919153175488919	1	0.31204806785990535	3.4201587844456883e-6	0.06789357203003135
CTBS	0.6737117321920923	0.7569448335754354	0.6407677452317236	0.251	0.327	0.318	0.07001782268939671	0.13092034040515357	1	-0.02847643955937984	0.2218109645013546	1
LCLAT1	0.03083324340681331	0.08209588708160949	0.14308890745781602	0.02	0.055	0.093	0.07001737683210604	0.04259791104576372	1	0.14933425029684655	3.2876788460050606e-4	1
TIGAR	0.09904635962892704	0.1536720988816265	0.08179933621352843	0.054	0.087	0.051	0.06998099103471286	0.14338756694132537	1	-0.02256358420239525	0.826575234982581	1
ING3	0.7304657821090684	0.8164643855913822	0.7550134376969353	0.33	0.362	0.372	0.06997266569341509	0.4114482694683106	1	0.019958726934024673	0.4258517423214638	1
MED23	0.392883108436982	0.46202825152664395	0.5404693466766296	0.177	0.253	0.293	0.06989699829109608	0.05507792855772544	1	0.1451233425508789	0.001068346755147472	1
SOWAHD	0.005186469124430656	0.05507768958279992	0.20364368837957034	0.005	0.038	0.126	0.06988607798263304	0.01608101420742659	1	0.2605472799269869	2.046306850753146e-7	0.00406212372943007
NANOS1	0	0.049610294967462255	0.11197678146739949	0	0.034	0.068	0.06985377562662223	0.007580718021911613	1	0.1529808893361008	1.275994851363677e-4	1
THAP1	0.15558283126433747	0.21288946418297747	0.2969522387017989	0.079	0.137	0.176	0.06982740271206353	0.041972559186317274	1	0.1660666028415059	5.168227746890447e-4	1
BTN2A2	0.32605302259248925	0.3918043868889267	0.2764732409717756	0.138	0.194	0.164	0.06981799666515665	0.09325321373300154	1	-0.054342485768329785	0.4161158148460965	1
SH2B1	0.24538961179263655	0.3071369815808457	0.23026220139538703	0.118	0.184	0.144	0.06981318607940867	0.05672150641823502	1	-0.017562573242149493	0.3923673026912326	1
PAF1	0.3447521475406163	0.41135522015210624	0.3637667152785234	0.163	0.212	0.22	0.06974084874130188	0.1768776472130788	1	0.020104565209094094	0.11127129624295086	1
PRKCE	0.19998636796672023	0.2593473493024649	0.5481491658419938	0.103	0.141	0.287	0.06965824095585943	0.20052545974660144	1	0.3674456676824304	2.0899299908334618e-8	4.148720024803505e-4
FBXO3	0.3564922353202669	0.42357034485393885	0.6003919272100106	0.163	0.228	0.309	0.06963299519934096	0.076372044224461	1	0.23826371059878615	2.7611100795055662e-5	0.54810796188265
TTC30B	0.012457055171321386	0.06249676979223411	0.06917504243409871	0.015	0.034	0.045	0.0695977398679973	0.15183291158841158	1	0.07848649618798557	0.03543195507548623	1
RAB5C	1.2460735852370233	1.3569493112382403	1.1392062980909778	0.438	0.535	0.523	0.06951553850793757	0.15417692659634058	1	-0.06997591658677194	0.5864501974812402	1
IPO9	0.4534971549497133	0.5251892522371177	0.4872101235248702	0.197	0.248	0.257	0.06946002220251823	0.17801538294409597	1	0.03291338742864269	0.08708495456521535	1
GBF1	0.3668343475469421	0.4341977231115055	0.34084382289207843	0.153	0.218	0.209	0.06940552512427284	0.06905237506435999	1	-0.027368365079341817	0.11598080121216872	1
INTS13	0.13363787971901164	0.18950131645127608	0.1935409242696803	0.059	0.113	0.129	0.06939699760866333	0.03626321938132117	1	0.07445723489811854	0.005015266652624788	1
VWA8	0.17796749400202058	0.23589993233911108	0.2042708149608937	0.094	0.121	0.129	0.06926220807194372	0.3118070229639792	1	0.031836747236859864	0.1635674515344234	1
BOLA1	0.18395565854294554	0.2421645709927616	0.23544308679125997	0.089	0.115	0.147	0.06924127472326558	0.30791743274161665	1	0.061323685546636364	0.027349645837625853	1
METTL3	0.34323290246409577	0.40926016938132415	0.3205680381659357	0.148	0.216	0.196	0.06922850356017701	0.0590502789811867	1	-0.02411387536517745	0.1696537053965394	1
SET	7.841605501331317	8.275884980598379	7.95019547271215	0.961	0.941	0.952	0.0691765659988941	0.25314332021923525	1	0.017003905318049295	0.600168661260104	1
OSTF1	1.4867262725428503	1.6088397802895285	1.263798195001171	0.527	0.608	0.546	0.0691606339468347	0.3202218017312497	1	-0.13606397942023474	0.2781865029204524	1
NAT9	0.32737432892974716	0.3925395129698304	0.2840109732656681	0.158	0.192	0.172	0.06914298599613267	0.2872480454167692	1	-0.047864583565488894	0.7436989339746727	1
ITPRIP	0.26584395233020797	0.32797932987763784	0.14531792144484834	0.118	0.174	0.094	0.06913312454232912	0.07707799305960267	1	-0.14441527383229102	0.1924166861185855	1
KIF2A	1.1128723650697292	1.2164619820108198	1.1917766971151438	0.404	0.513	0.514	0.06905299759059047	0.11379585808539973	1	0.05259579676872628	0.0754261665957385	1
PDSS2	0.1489990628804762	0.20532599209941366	0.14202221872391643	0.084	0.113	0.093	0.06904576876240662	0.24306657211291466	1	-0.0087072458917134	0.7073925362160067	1
MAP4K4	2.2185484894056873	2.3762588457373566	1.5711869711486588	0.606	0.691	0.591	0.06901531047782172	0.19325562562718096	1	-0.32358065256999957	0.0026985862170244034	1
LILRA2	0.12215812506576748	0.17714003554398258	0.21953480028183617	0.069	0.101	0.129	0.06900997452438379	0.18361769389582902	1	0.12040565739216008	0.01200473778477179	1
CBLL1	0.34478742130050216	0.4106326282252492	0.4193427650242556	0.148	0.212	0.242	0.06896417979152286	0.08715718708857313	1	0.07791755584925297	0.007449706255755984	1
ARHGEF11	0	0.04891426268693091	0.03789759270667221	0	0.028	0.022	0.06889675813299247	0.015615850811199752	1	0.053578968211061936	0.033257153852642954	1
GXYLT1	0.16758046194317175	0.22465812594294587	0.3677980372678199	0.084	0.121	0.198	0.06885709007161153	0.17478422242858585	1	0.22807829143090366	7.510775346274772e-5	1
EPDR1	0.17151636722469127	0.22878396789934183	0.17518345831211143	0.074	0.115	0.115	0.06885418807213942	0.10930553790757842	1	0.004751359740011368	0.10029390676555239	1
PDIA5	0.26676093820907587	0.3286629824732626	0.25752042601306296	0.123	0.176	0.163	0.06883092279671738	0.12154330030165789	1	-0.01020258515094119	0.2105065523936901	1
ZNF566	0.05571941730292599	0.10728370438959921	0.1625762781941812	0.044	0.073	0.095	0.06879845688905006	0.16351066707716436	1	0.13896929849219955	0.012920354971935912	1
TMEM140	0	0.048841106079915854	0.01706683633619156	0	0.026	0.011	0.06879613374583735	0.01990777965166653	1	0.024375364480993176	0.13753390789350584	1
NAB1	0.14011513082995722	0.19574338285978807	0.10360585637464352	0.069	0.115	0.065	0.06872828996957431	0.08356831010715954	1	-0.04684284750943521	0.7353341925057246	1
GET3	0.52602024889762	0.6004311633645508	0.9113807758554774	0.251	0.323	0.452	0.06868652047168611	0.1688607834816441	1	0.32513114698298606	4.615350596717096e-7	0.009161932469543107
VMP1	0.821350098509143	0.9101496088038915	0.65473519038038	0.335	0.39	0.347	0.0686773763108186	0.24064588633892103	1	-0.13844138653854776	0.5287155367868908	1
PRICKLE1	0.011933402069729255	0.06125686992674221	0.0711086857071888	0.005	0.02	0.045	0.06865954723338993	0.14271229130252253	1	0.08193216159295932	0.006242262030336877	1
ATP6AP1L	0.008744289162091657	0.05790490467969722	0.15304396836691717	0.01	0.032	0.099	0.06864944313594801	0.08654465612252346	1	0.1931083719488757	1.8864016900731212e-5	0.3744695994964153
POLH	0.262359687349277	0.3238772034561816	0.3128959973173429	0.099	0.145	0.171	0.06864627117587646	0.12856921540091332	1	0.05655083583602283	0.015502981365606102	1
ZNF3	0.13292106775256035	0.18811197260916687	0.2223953506892158	0.069	0.107	0.136	0.06862345810932222	0.12009077001304841	1	0.10958567373391304	0.005968599437739104	1
ZNF493	0.2751507070664489	0.3372659988295813	0.6081641035424256	0.138	0.194	0.309	0.06861869805393972	0.09794355223998308	1	0.33453702727166007	3.501847297745634e-7	0.006951517070754858
SH3BP5L	0.0776576761684352	0.13014952411044195	0.1113265071229499	0.044	0.085	0.074	0.06861468970083186	0.06899451135995799	1	0.04470755730861552	0.11338997291902642	1
STAMBPL1	0.52194482384555	0.5959497891114933	0.5153621442154692	0.222	0.273	0.264	0.06849920626761696	0.2140509982017484	1	-0.006291245797128475	0.38940252847060125	1
MRM3	0.13514721078513914	0.1902977365506192	0.20654530429217158	0.069	0.103	0.138	0.06844308436408664	0.1717107217550472	1	0.08830222829360307	0.006352224946800921	1
PDS5A	1.758699675294442	1.892689449997928	1.3582769445363891	0.542	0.592	0.551	0.06842304156098655	0.5852508914309762	1	-0.2263166861937589	0.11522108877004394	1
MTX2	0.22651421397171143	0.28605816229895176	0.5087165348857009	0.123	0.149	0.296	0.06839193711606228	0.39703590805531525	1	0.29885660631040856	3.61679206731256e-7	0.007179693932822163
LILRA5	0.21854710456574555	0.2777024630578606	0.06125777379546216	0.118	0.139	0.038	0.06838989539997559	0.4684304377310213	1	-0.19940438160707968	2.277210599363312e-9	4.520490760796111e-5
RELA	0.47248528722626276	0.5438963272044443	0.4785640320994045	0.207	0.295	0.277	0.0683226597275236	0.03954005207224962	1	0.005852594946779699	0.08371859509607821	1
LTA4H	1.1646921546721025	1.269668620464778	0.938553573101599	0.399	0.438	0.431	0.06831980347614697	0.7666106532583862	1	-0.15950153326431193	0.5169427259861485	1
GLYR1	0.7009461276128033	0.7834241655752776	0.7022185937135239	0.291	0.364	0.358	0.06831242243421287	0.17297431635050411	1	0.0012488912756071224	0.19288208404470855	1
CAMKMT	0.09953996720377133	0.15285374477957434	0.1472073528021004	0.059	0.091	0.095	0.06830945335509306	0.1709699342593505	1	0.0610340992146563	0.0894603338668108	1
TAF1C	0.08169302860692247	0.13411755890185237	0.1444121175053381	0.044	0.073	0.094	0.06827905520983413	0.17526066251854014	1	0.08124678644030822	0.01912050453405742	1
CSNK1G3	0.6867163400485777	0.7684435631665837	0.6764154361780534	0.31	0.347	0.336	0.06826280680499852	0.4496920975591562	1	-0.009035309007294434	0.8027451420912807	1
RBMX	2.9462159253368907	3.1373988548611362	3.3297028177636236	0.68	0.745	0.813	0.06825414517713568	0.36247828018647416	1	0.1340088031208344	0.006202575908457042	1
CCDC130	0.4789853747594049	0.550609436875876	0.4573342341787805	0.202	0.261	0.256	0.06822756404808739	0.1512981964332961	1	-0.021331109052403208	0.2057127459576969	1
GHITM	1.9769670213119797	2.1210870688734	2.321809383548958	0.645	0.691	0.738	0.06820536507650332	0.4895745777724167	1	0.15838406950068462	0.011726946236910785	1
ADPGK	1.3114616747216505	1.4233440573430374	1.0150393269863267	0.458	0.564	0.469	0.06819380567534306	0.0649877507161679	1	-0.1973749143866279	0.31222028076128894	1
COPS2	0.8803050797756853	0.971269554772613	0.813405322451936	0.374	0.438	0.402	0.0681583080825161	0.23396737150075797	1	-0.052423522994461624	0.9713375490179417	1
ZNF135	0.03984867026652121	0.09012757184135124	0.07466943594853781	0.025	0.053	0.041	0.06812338836083388	0.10585115705989728	1	0.04735736818276859	0.25138156730912753	1
PSMD1	0.7814191347017101	0.8675022709591695	0.929953443815178	0.33	0.38	0.429	0.06808300177500681	0.4127889367622936	1	0.11630530555706198	0.03184448120560399	1
