gene	healthy_mean	premalignant_mean	healthy.pct	premalignant.pct	avg_log2FC	p_val	p_val_adj
CWF19L2	0.9005177361902539	0.9986011785798504	0.36	0.428	0.07259812169002577	0.24302297932597886	1
LHFPL5	0	0.05160656356547941	0	0.02	0.07259505162718977	0.04162764996367915	1
ACSL5	0.2581614720335086	0.3230719493180747	0.133	0.184	0.07257442912061135	0.14466426240622793	1
CD52	2.9063545496793535	3.1078433293216245	0.502	0.554	0.07255826171148283	0.5450348211757637	1
ZNF717	0.0699314975127576	0.12510085217779676	0.034	0.073	0.07253589716655384	0.0593599694850633	1
DNTTIP1	0.43983707680264544	0.5140704285056443	0.207	0.257	0.07252674097663514	0.2644058805413876	1
NELFB	0.3392055388827553	0.40823644022528144	0.187	0.236	0.07251218014797928	0.15805132606232364	1
DCAF1	0.28634529257481284	0.35264567599508356	0.123	0.166	0.0725060204121577	0.19488382438081148	1
SLC25A30	0.15296499282236437	0.21236828427629556	0.074	0.125	0.07247930714609988	0.05156410306778383	1
RCE1	0.09123589579652346	0.1474462667334346	0.054	0.089	0.07246358870787073	0.12347407280032639	1
ARMC8	0.41890471009403657	0.4919699953759911	0.177	0.244	0.07244081716707951	0.08425410330532827	1
ADAM15	0.05373492097548257	0.10797119165581343	0.015	0.071	0.0724083841377101	0.003579635727798878	1
ALG12	0.08322853192897643	0.13895596924391254	0.039	0.079	0.07237433045748307	0.06259338648904975	1
ZBTB48	0.10671382980850988	0.16359782093195016	0.044	0.091	0.07231027651659286	0.04058781702092453	1
PTDSS2	0.054371686637808544	0.10856005345456993	0.03	0.055	0.07230339184794336	0.16544460993554902	1
FAM167A	0	0.05137012904642297	0	0.022	0.07227065154156523	0.03249300116495416	1
NCOR1	2.1263681177368823	2.2869332677714693	0.557	0.669	0.07225450662922239	0.0999923354836144	1
ENTPD1	0.08052805464679702	0.13601140407607523	0.03	0.077	0.07224078712336719	0.02147491276719554	1
NUP98	0.5265364524391162	0.604895593129228	0.207	0.279	0.07221740519472586	0.055910924660715754	1
LIN52	0.09866877137492565	0.15505394193553604	0.069	0.097	0.07220372265929056	0.2341110741492379	1
ZNF681	0.05647997567864611	0.11069512567954723	0.039	0.073	0.07219744324101733	0.0991540028185967	1
FBXO41	0.24832764852212752	0.31237227038642174	0.118	0.164	0.07218036800910582	0.15208840191336204	1
ZNF692	0.07043197832331029	0.1253062487035757	0.039	0.069	0.07212455885579068	0.14164502566181456	1
ZNF688	0.245149458345612	0.3089739393788386	0.118	0.172	0.0721174517540874	0.09734415863125057	1
MCM10	0.07456650110169766	0.1296325192978167	0.039	0.065	0.0720987571079539	0.19657180424886825	1
IPO8	0.3905709185404254	0.4617270318055092	0.172	0.222	0.07199659894133453	0.21391195437382315	1
CD46	1.3540889530817566	1.4745088834906777	0.453	0.549	0.07197338550554355	0.1785674724429344	1
PRKAR1B	0.04594352757855236	0.09940289671724707	0.03	0.063	0.07191522580028877	0.07972151882059042	1
ASGR2	0	0.051037704051175053	0	0.032	0.0718144242686657	0.009638003197681834	1
RBMXL1	0.2550557428018008	0.31910187542606094	0.118	0.156	0.0718045472041175	0.22602662516115213	1
IRF8	26.43940048912083	27.83793241319846	0.99	0.994	0.0717187706297091	0.3510873262671818	1
CHIC2	0.19060152603218175	0.2512522540608263	0.108	0.156	0.07168201936951218	0.12425865464873408	1
ZNF639	0.23517205847168576	0.298001539743491	0.123	0.17	0.07158007265875665	0.17700203101098022	1
POLL	0.01514190003760642	0.06675412717315023	0.01	0.057	0.07154628580622086	0.0060977933133842055	1
XPR1	0.090822159462164	0.14627116173589452	0.039	0.089	0.071532454960021	0.028631385668253715	1
PAIP2B	0.33143543496484323	0.39910758037564464	0.153	0.174	0.07152442875699078	0.4872365032435014	1
SCFD1	1.4130297272306562	1.5356705637703882	0.502	0.56	0.07152163273432599	0.31374478083749385	1
RRAGD	0.15923769986445896	0.21815183568717317	0.064	0.111	0.07151754914752873	0.06257580090302804	1
DLG1	0.6832317451021505	0.7686927350119703	0.271	0.341	0.07144961987226939	0.1464098553821257	1
B4GAT1	0.0369499918299714	0.08957381790502188	0.01	0.055	0.0714176212870662	0.007869439631062332	1
GPR155	0.10598936089700667	0.16211333215384063	0.049	0.083	0.07141326319194632	0.12948315501458268	1
ST3GAL2	1.5923466538538722	1.72376943488447	0.458	0.547	0.0713459341949152	0.1568630361568005	1
YBX3	0.3422343802283865	0.41026489129972676	0.118	0.174	0.07132955461048796	0.07675162784993662	1
TRIO	0.1710996683792448	0.2304429225378121	0.084	0.105	0.07131387197264924	0.38827134743872704	1
SPC25	0.03435025906625195	0.08675353295239982	0.025	0.048	0.0712999816369427	0.14902563738178026	1
CPQ	0.27713959570836083	0.3418132905171899	0.133	0.168	0.07126771347169647	0.2917817129340435	1
STK11	0.29870320815164914	0.36443583480058944	0.133	0.208	0.07123278048006754	0.05542822316208364	1
ARPP19	1.0505217038152648	1.1542636659339196	0.389	0.501	0.07120382188800978	0.050783240469711305	1
ATG13	0.6556177720000067	0.7393714902218984	0.261	0.362	0.0711964522537758	0.05070649893334743	1
DMAC1	0.7601266295498411	0.8491214864160082	0.33	0.37	0.07116078721630481	0.497115380833302	1
FAM24B	0.1770770656451038	0.23658893957923038	0.084	0.131	0.07115722720707304	0.09077578845336025	1
ZFP90	0.11920836200478989	0.17578448072560335	0.069	0.101	0.07114499434132868	0.19832021309934802	1
INTS7	0.17398588159679715	0.2333124471619606	0.094	0.117	0.07112327951592834	0.40059083706546533	1
PRKACA	0.22918400929834265	0.291288102500449	0.133	0.174	0.07111001598157035	0.20259661935910292	1
PLAA	0.18448657222456388	0.24432461164601518	0.099	0.133	0.07110105210591491	0.2158536221573807	1
COMMD5	0.1364823292773521	0.19388439358051382	0.074	0.119	0.07108789164608303	0.09567494888595503	1
CCNQ	0.2042261992260055	0.26504086908617575	0.103	0.166	0.07107758390335428	0.053737966680385316	1
BUB1B	0.11499832909818138	0.17129913853543027	0.069	0.081	0.0710680251660471	0.5786031175649713	1
NCBP2	0.9543828492404498	1.0530564120331891	0.384	0.432	0.07106016071558563	0.3218545401112675	1
MINK1	0.06585935497082569	0.11959886688186902	0.039	0.065	0.0709648514782221	0.18645533081312682	1
MYH9	2.730490440829389	2.9185644545353187	0.635	0.721	0.07095991593607764	0.2046413949258692	1
UBTFL1	0	0.05036920120354393	0	0.024	0.07089651943717361	0.025412986516688524	1
M6PR	1.9625688249578916	2.1117772826058254	0.562	0.669	0.07089013647095577	0.17336356655361423	1
ZNF263	0.2313378223439941	0.293319804398515	0.113	0.149	0.07085243512574513	0.23672528250480357	1
FHL3	0.029964476321712313	0.08180781430186267	0.02	0.046	0.07084964433720259	0.09585848336295191	1
SFXN5	0.13605682500231536	0.1931990474569706	0.074	0.111	0.07079973152585076	0.14443566788357978	1
RNF111	0.25997250012725304	0.32334023321014477	0.103	0.188	0.07079178272222109	0.014849667301134371	1
KCTD3	0.24685824037626672	0.3095426297510932	0.103	0.137	0.07076557523124621	0.22667238377302992	1
ZNF358	0.0960002743043356	0.15109854351425858	0.044	0.083	0.07076318595991432	0.08383023995761117	1
DGAT1	0.28260385998413334	0.34704821307070177	0.133	0.194	0.07072583408037125	0.07752312643185905	1
NIPSNAP2	0.8148540152409278	0.9060224355951995	0.31	0.404	0.07071159699680374	0.07497571013976605	1
BOD1	0.21646830670382214	0.27754303800561314	0.118	0.156	0.07067316018110187	0.2030847765994719	1
KHDRBS1	2.540855938295551	2.7185769477835007	0.655	0.711	0.0706524777920785	0.23163663491436676	1
PPAN	0.14807039537357078	0.20569124281389015	0.069	0.119	0.07064939929624453	0.06529173557418172	1
OMA1	0.15797127150036097	0.21605555605651813	0.094	0.133	0.07060967900905663	0.17084795217885684	1
NFATC2	0.10761987254720089	0.16316904264777182	0.059	0.097	0.07059793463452382	0.10986111378944888	1
HLA-G	0.1363969346395005	0.19336681023981697	0.069	0.101	0.07057071345475502	0.1871808328555257	1
GPR162	0.010243519181501843	0.06088730022537485	0.005	0.028	0.07056830805333103	0.054401673856649034	1
AKIRIN2	1.7109717055091473	1.8468577745808508	0.557	0.604	0.07056036385430264	0.3519780367584108	1
BCL10	0.5146788679703969	0.5905505046582213	0.232	0.287	0.0705142268015907	0.21552841825726868	1
DEPTOR	0.014925686631729232	0.06574465848593722	0.01	0.034	0.0704877281074909	0.07061054673833211	1
AGAP6	0.0820897177430674	0.13627097219308726	0.049	0.069	0.0704868023223938	0.31665644748426175	1
GLOD4	0.6237508781751132	0.7049038503068535	0.276	0.347	0.0703600734407388	0.15538030986499443	1
THAP12	0.6338497934665024	0.7154359351876086	0.256	0.323	0.07029989120392222	0.12775667048173447	1
ZNF276	0.36419979639802075	0.4322226177340693	0.167	0.228	0.0702008031484142	0.12380902750034904	1
KHDRBS2	0.1036560566535314	0.15861141829472114	0.069	0.091	0.07010614746396746	0.32744759729599854	1
PAQR3	0.13341000265807876	0.18982763691873286	0.049	0.095	0.07008275442732961	0.05039517181719955	1
INO80E	0.39595324662126347	0.4654314466860934	0.207	0.251	0.07007485640982392	0.31251356332706176	1
FLI1	0.6143219108834295	0.6946619995394926	0.271	0.293	0.07006926223716059	0.5431342555476483	1
LIN9	0.028599669887937506	0.0797834537542698	0.025	0.051	0.07006041889196431	0.12305141119841839	1
NEUROD2	0.030969674875410535	0.08226918590050773	0.015	0.051	0.07005747847529756	0.030643408564614866	1
ACADM	0.9834094236224448	1.0820911161589541	0.404	0.442	0.0700506896037365	0.4919153175488919	1
CTBS	0.6737117321920923	0.7569448335754354	0.251	0.327	0.07001782268939671	0.13092034040515357	1
LCLAT1	0.03083324340681331	0.08209588708160949	0.02	0.055	0.07001737683210604	0.04259791104576372	1
TIGAR	0.09904635962892704	0.1536720988816265	0.054	0.087	0.06998099103471286	0.14338756694132537	1
ING3	0.7304657821090684	0.8164643855913822	0.33	0.362	0.06997266569341509	0.4114482694683106	1
MED23	0.392883108436982	0.46202825152664395	0.177	0.253	0.06989699829109608	0.05507792855772544	1
SOWAHD	0.005186469124430656	0.05507768958279992	0.005	0.038	0.06988607798263304	0.01608101420742659	1
NANOS1	0	0.049610294967462255	0	0.034	0.06985377562662223	0.007580718021911613	1
THAP1	0.15558283126433747	0.21288946418297747	0.079	0.137	0.06982740271206353	0.041972559186317274	1
BTN2A2	0.32605302259248925	0.3918043868889267	0.138	0.194	0.06981799666515665	0.09325321373300154	1
SH2B1	0.24538961179263655	0.3071369815808457	0.118	0.184	0.06981318607940867	0.05672150641823502	1
PAF1	0.3447521475406163	0.41135522015210624	0.163	0.212	0.06974084874130188	0.1768776472130788	1
PRKCE	0.19998636796672023	0.2593473493024649	0.103	0.141	0.06965824095585943	0.20052545974660144	1
FBXO3	0.3564922353202669	0.42357034485393885	0.163	0.228	0.06963299519934096	0.076372044224461	1
TTC30B	0.012457055171321386	0.06249676979223411	0.015	0.034	0.0695977398679973	0.15183291158841158	1
RAB5C	1.2460735852370233	1.3569493112382403	0.438	0.535	0.06951553850793757	0.15417692659634058	1
IPO9	0.4534971549497133	0.5251892522371177	0.197	0.248	0.06946002220251823	0.17801538294409597	1
GBF1	0.3668343475469421	0.4341977231115055	0.153	0.218	0.06940552512427284	0.06905237506435999	1
INTS13	0.13363787971901164	0.18950131645127608	0.059	0.113	0.06939699760866333	0.03626321938132117	1
VWA8	0.17796749400202058	0.23589993233911108	0.094	0.121	0.06926220807194372	0.3118070229639792	1
BOLA1	0.18395565854294554	0.2421645709927616	0.089	0.115	0.06924127472326558	0.30791743274161665	1
METTL3	0.34323290246409577	0.40926016938132415	0.148	0.216	0.06922850356017701	0.0590502789811867	1
SET	7.841605501331317	8.275884980598379	0.961	0.941	0.0691765659988941	0.25314332021923525	1
OSTF1	1.4867262725428503	1.6088397802895285	0.527	0.608	0.0691606339468347	0.3202218017312497	1
NAT9	0.32737432892974716	0.3925395129698304	0.158	0.192	0.06914298599613267	0.2872480454167692	1
ITPRIP	0.26584395233020797	0.32797932987763784	0.118	0.174	0.06913312454232912	0.07707799305960267	1
KIF2A	1.1128723650697292	1.2164619820108198	0.404	0.513	0.06905299759059047	0.11379585808539973	1
PDSS2	0.1489990628804762	0.20532599209941366	0.084	0.113	0.06904576876240662	0.24306657211291466	1
MAP4K4	2.2185484894056873	2.3762588457373566	0.606	0.691	0.06901531047782172	0.19325562562718096	1
LILRA2	0.12215812506576748	0.17714003554398258	0.069	0.101	0.06900997452438379	0.18361769389582902	1
CBLL1	0.34478742130050216	0.4106326282252492	0.148	0.212	0.06896417979152286	0.08715718708857313	1
ARHGEF11	0	0.04891426268693091	0	0.028	0.06889675813299247	0.015615850811199752	1
GXYLT1	0.16758046194317175	0.22465812594294587	0.084	0.121	0.06885709007161153	0.17478422242858585	1
EPDR1	0.17151636722469127	0.22878396789934183	0.074	0.115	0.06885418807213942	0.10930553790757842	1
PDIA5	0.26676093820907587	0.3286629824732626	0.123	0.176	0.06883092279671738	0.12154330030165789	1
ZNF566	0.05571941730292599	0.10728370438959921	0.044	0.073	0.06879845688905006	0.16351066707716436	1
TMEM140	0	0.048841106079915854	0	0.026	0.06879613374583735	0.01990777965166653	1
NAB1	0.14011513082995722	0.19574338285978807	0.069	0.115	0.06872828996957431	0.08356831010715954	1
GET3	0.52602024889762	0.6004311633645508	0.251	0.323	0.06868652047168611	0.1688607834816441	1
VMP1	0.821350098509143	0.9101496088038915	0.335	0.39	0.0686773763108186	0.24064588633892103	1
PRICKLE1	0.011933402069729255	0.06125686992674221	0.005	0.02	0.06865954723338993	0.14271229130252253	1
ATP6AP1L	0.008744289162091657	0.05790490467969722	0.01	0.032	0.06864944313594801	0.08654465612252346	1
POLH	0.262359687349277	0.3238772034561816	0.099	0.145	0.06864627117587646	0.12856921540091332	1
ZNF3	0.13292106775256035	0.18811197260916687	0.069	0.107	0.06862345810932222	0.12009077001304841	1
ZNF493	0.2751507070664489	0.3372659988295813	0.138	0.194	0.06861869805393972	0.09794355223998308	1
SH3BP5L	0.0776576761684352	0.13014952411044195	0.044	0.085	0.06861468970083186	0.06899451135995799	1
STAMBPL1	0.52194482384555	0.5959497891114933	0.222	0.273	0.06849920626761696	0.2140509982017484	1
MRM3	0.13514721078513914	0.1902977365506192	0.069	0.103	0.06844308436408664	0.1717107217550472	1
PDS5A	1.758699675294442	1.892689449997928	0.542	0.592	0.06842304156098655	0.5852508914309762	1
MTX2	0.22651421397171143	0.28605816229895176	0.123	0.149	0.06839193711606228	0.39703590805531525	1
LILRA5	0.21854710456574555	0.2777024630578606	0.118	0.139	0.06838989539997559	0.4684304377310213	1
RELA	0.47248528722626276	0.5438963272044443	0.207	0.295	0.0683226597275236	0.03954005207224962	1
LTA4H	1.1646921546721025	1.269668620464778	0.399	0.438	0.06831980347614697	0.7666106532583862	1
GLYR1	0.7009461276128033	0.7834241655752776	0.291	0.364	0.06831242243421287	0.17297431635050411	1
CAMKMT	0.09953996720377133	0.15285374477957434	0.059	0.091	0.06830945335509306	0.1709699342593505	1
TAF1C	0.08169302860692247	0.13411755890185237	0.044	0.073	0.06827905520983413	0.17526066251854014	1
CSNK1G3	0.6867163400485777	0.7684435631665837	0.31	0.347	0.06826280680499852	0.4496920975591562	1
RBMX	2.9462159253368907	3.1373988548611362	0.68	0.745	0.06825414517713568	0.36247828018647416	1
CCDC130	0.4789853747594049	0.550609436875876	0.202	0.261	0.06822756404808739	0.1512981964332961	1
GHITM	1.9769670213119797	2.1210870688734	0.645	0.691	0.06820536507650332	0.4895745777724167	1
ADPGK	1.3114616747216505	1.4233440573430374	0.458	0.564	0.06819380567534306	0.0649877507161679	1
COPS2	0.8803050797756853	0.971269554772613	0.374	0.438	0.0681583080825161	0.23396737150075797	1
ZNF135	0.03984867026652121	0.09012757184135124	0.025	0.053	0.06812338836083388	0.10585115705989728	1
PSMD1	0.7814191347017101	0.8675022709591695	0.33	0.38	0.06808300177500681	0.4127889367622936	1
HOMEZ	0.03732901633052787	0.08745011228059545	0.02	0.059	0.06807566196994407	0.0303181846784872	1
APOL2	0.053526905037452895	0.10442754869685587	0.025	0.059	0.0680716216206778	0.062494366828364206	1
HILPDA	0.041123401190603974	0.09139737409082857	0.03	0.059	0.06803540066580069	0.11029938362588297	1
TOR1AIP2	0.8301611286762874	0.9185222407502288	0.286	0.398	0.06802481970170093	0.04775089500581971	1
ANKS3	0.12936247673389822	0.1838462569681104	0.054	0.099	0.06797313064934132	0.0679409368245035	1
TCP11L2	0.0517237227257663	0.10236081566092593	0.03	0.069	0.0678407393815521	0.046798363904803825	1
ZNF107	0.24086031212014816	0.3005786444881052	0.113	0.166	0.06781292451600218	0.08950208363956759	1
CALM2	9.072625839439745	9.557379296226916	0.931	0.964	0.06781192323689611	0.4369743780692538	1
XAF1	0.48218550385087133	0.5534765074253769	0.123	0.184	0.06777440401063473	0.07938832275676394	1
SELENOP	0.011322987389920599	0.059964108426704646	0.01	0.03	0.06777158833053194	0.10947238331799579	1
MAD2L1	0.3096770297771208	0.3726098635161027	0.143	0.17	0.06771054421096445	0.388495428921865	1
CD9	0.046476269099061635	0.09669669126997729	0.025	0.063	0.06762498486057476	0.04216788929229648	1
SIK1	0.015519645694214084	0.06422264843776536	0.01	0.036	0.06758186242088403	0.05742573603980378	1
MAP4	1.1011806931174388	1.201932993188139	0.389	0.471	0.06757033371914667	0.10563103008201571	1
IL18R1	0.9341084024475744	1.0267347935558184	0.345	0.408	0.06748866176536805	0.24881805247892047	1
ANKRD13A	0.6331206524518742	0.7112704903937367	0.261	0.36	0.06743643717790271	0.05441187864587163	1
BMT2	0.07079572244173059	0.1220000982711659	0.039	0.077	0.06738952140537899	0.07627820116555878	1
SLC35D1	0.16640689757344393	0.22218050934768388	0.079	0.121	0.0673862228138018	0.1235779436270221	1
EEF1A1	144.76950378172722	151.73939628930606	1	1	0.06738329933658882	4.1575649548279583e-4	1
ZNF570	0.07566050520658761	0.12707425465377487	0.039	0.069	0.06735975396580926	0.14328264837592922	1
SRSF11	3.5542848464479944	3.771924326777864	0.734	0.824	0.06734663769593441	0.056851661580385474	1
AQR	0.5825983323917318	0.6582248495072341	0.222	0.315	0.0673445023671082	0.0383954691220657	1
SUZ12	2.0684488651827966	2.2150336621918156	0.547	0.628	0.06732430142548185	0.17970695124357355	1
ZRSR2	0.38944551909536	0.4557524084226499	0.158	0.232	0.06725573879449609	0.06264828122000178	1
REPS1	0.33780766371289467	0.40162415703660953	0.167	0.23	0.06722883019275411	0.08532364874434777	1
H2AZ1	3.9682183988669006	4.2051739494653075	0.611	0.701	0.06721778247343302	0.3267395156391402	1
IKBIP	0.29904604772654364	0.36095374779901185	0.153	0.176	0.06716546609151908	0.4415839856886065	1
AARS2	0.10871573114174019	0.16151291350163313	0.059	0.091	0.06711568035011697	0.16853475345984587	1
ACCS	0.07504246322208061	0.12623580266166248	0.039	0.081	0.06711527341477064	0.05982511209731356	1
ENTPD5	0.09371076479092846	0.1457376389384198	0.049	0.091	0.06704545755499644	0.06598645858817373	1
BRD2	3.3998533191222906	3.609133043456425	0.714	0.786	0.06703998347412599	0.5008489008326513	1
MAST4	0.035590919866957726	0.08482893340622873	0.015	0.073	0.06701334137545674	0.0029039274220394435	1
ATP8B2	0.4833378105789083	0.553847854884111	0.163	0.226	0.06699805914469537	0.09934434149037616	1
DHRS7B	0.09355254052876413	0.1455273866093074	0.064	0.081	0.06698941279155263	0.4195102835726232	1
STX5	0.552427663495363	0.626111772993815	0.251	0.297	0.06690037983850072	0.2585013171821787	1
SENP3	0.050315669191796	0.10012094263931744	0.044	0.073	0.06683914556847004	0.15658102591398662	1
NLRC4	0.006174615661048178	0.05388119099667534	0.005	0.028	0.06683153624395537	0.0533777632250755	1
KDM6A	0.24463251794446894	0.30363888864375094	0.128	0.156	0.0668244501729589	0.3790132735235648	1
DYRK1B	0.11244730985829428	0.16517960130603515	0.069	0.097	0.06681534403391926	0.2324687621455981	1
WWOX	0.25147793224138565	0.31079223143632706	0.108	0.182	0.06680617602537048	0.0277103772691551	1
TSTA3	0.5879484981970116	0.6631921016495924	0.217	0.335	0.06679068966550727	0.009746495341748112	1
RPAP1	0.0983088739458534	0.15034519543111935	0.054	0.083	0.0667830138846327	0.19138692741382973	1
CWC27	0.4857601883587396	0.556118370111986	0.227	0.275	0.06675053274647058	0.32219611563341327	1
MOB3C	0.04337237575199873	0.09277403639360537	0.025	0.055	0.06674096934474616	0.0860581897850436	1
HDDC2	0.5856777748830571	0.6607274304625013	0.291	0.317	0.06671567691764047	0.6476671455885179	1
MRTFB	0.17296357876150037	0.22846029910666593	0.074	0.119	0.06669301651053738	0.08218757330410312	1
ARIH2	1.163594162850394	1.265937703011797	0.443	0.491	0.06667828759742744	0.3262961068683839	1
MRPL50	0.2072738139291643	0.2643557046228931	0.113	0.137	0.06664947643905561	0.42062742083060667	1
TXNL4A	1.9816688397923858	2.1226328912976036	0.547	0.679	0.06664293752994821	0.05884255148706129	1
KLC1	0.8274469283579596	0.9138356915669303	0.35	0.404	0.06663746663771952	0.3542569496942511	1
EXOC3	0.42127106264123104	0.4884562768459424	0.158	0.265	0.06663511386141185	0.00857483246998583	1
SEH1L	0.29401523899768334	0.355139641719578	0.148	0.202	0.06658691583357013	0.1202688182180332	1
CCNA2	0.11017665631484343	0.1625987908454703	0.044	0.073	0.06656405023445885	0.17249473096840987	1
KLHDC2	0.4342576376155377	0.5019773903047859	0.192	0.259	0.0665588951584013	0.12416290146486492	1
GAB3	0.5100857965262335	0.5813641135816198	0.217	0.293	0.06653907102418255	0.07621121173991348	1
RPUSD4	0.14904179236662243	0.20327478339393568	0.099	0.119	0.06653486633860245	0.4362794097147599	1
CABIN1	0.23098998719614344	0.2890716992051566	0.123	0.164	0.06651348272114743	0.2039866165763018	1
TRIM23	0.09720285817394025	0.14896674862040618	0.059	0.093	0.06650676116737547	0.14942536298167994	1
UBE2E2	1.2612675751929656	1.3679422090371656	0.419	0.527	0.06650215569937346	0.06161413671688829	1
CAPNS1	1.9128324464822972	2.0502238093038425	0.547	0.671	0.06649238751395092	0.007707718759970495	1
HIRIP3	0.4457890726819091	0.5139234970981503	0.187	0.255	0.06643521192872748	0.10228412989784513	1
GCC2	2.4257967884108527	2.587077907500444	0.562	0.657	0.06636950332918734	0.11214248859680513	1
UHRF1BP1L	0.8273843198798153	0.9134085187977965	0.305	0.378	0.06636484535672815	0.2255802124760002	1
MBOAT7	0.40615679774147584	0.47231303754816045	0.177	0.242	0.06632696886337763	0.09323635491278164	1
GPBP1	1.8313727990080013	1.964548655156531	0.596	0.636	0.06631075750472837	0.5674019008394395	1
METTL25	0.279666625813669	0.33985430439341247	0.128	0.17	0.06630811730910702	0.2205819729289458	1
PCNA	1.0697049046507394	1.1670149982109916	0.217	0.295	0.06628405341622146	0.09220774082424049	1
PRKD2	0.010277714113048689	0.05772393249842555	0.005	0.034	0.06621120273177711	0.02679692772965949	1
NUP205	0.30138029149208256	0.3624924436912142	0.163	0.182	0.06620561841675193	0.5804501058662215	1
LRRC57	0.19733489326767475	0.2535281285192524	0.094	0.152	0.06616764090327232	0.05783826484950384	1
CD3G	0.04882243601724098	0.09803537245712435	0.02	0.04	0.06615407792881225	0.16856412313834873	1
C16orf91	0.2658475762167565	0.3252377547298555	0.138	0.2	0.06614751328225105	0.07558353516834407	1
C12orf76	0.17875320765663122	0.23405667911467884	0.084	0.129	0.06614696088791516	0.11528882721238375	1
SETMAR	0.04227991945348786	0.0911605839055311	0.025	0.061	0.06612064938903878	0.04901475001568351	1
STK19	0.12883420214128918	0.18175346786259514	0.059	0.119	0.06609549289203809	0.023684069960111635	1
DVL1	0.0917694796269265	0.14294922041163843	0.049	0.083	0.066093035835320807	0.1304121086831318	1
APOL6	0.11596800709683736	0.16827489864129982	0.039	0.069	0.06608411655098395	0.14912885279352225	1
CNNM3	0.15703944039716228	0.21126913074484724	0.089	0.129	0.06608140877794694	0.13899737351860553	1
ZC3H7B	0.2535449601336013	0.3122891173936963	0.133	0.168	0.06607186142650268	0.27182625477921346	1
AAMP	0.5538505028659481	0.626651526681333	0.246	0.317	0.06605751167130214	0.1530691108175642	1
ROCK1	3.394486557332449	3.600036148663624	0.739	0.798	0.06595058467947634	0.4371365552029872	1
EIF3D	2.801027621353472	2.978802208667133	0.67	0.77	0.06594467357177702	0.17521998912107647	1
PAG1	1.6999091633573535	1.8261759640599462	0.493	0.497	0.06594042431985092	0.925227082950895	1
TMEM170A	0.6082042434763459	0.6834063509686892	0.251	0.339	0.06593282349718099	0.09114772038250574	1
BCL2L2	0.058409244680510466	0.10790113908097557	0.034	0.057	0.06593158366425815	0.22463138987891773	1
TPCN1	0.26194381251166465	0.32094179545387475	0.103	0.166	0.06591922224232405	0.0478697248085642	1
ZNF621	0.23831965195111365	0.2962041681265507	0.103	0.135	0.06590920762619107	0.28198753440092944	1
MTOR	0.27056075395967566	0.3299077780058064	0.123	0.178	0.0658608441217976	0.08487279039605598	1
ZNF518B	0.10225659957543307	0.1537397972691141	0.034	0.083	0.06585777504010937	0.02746883744863633	1
SARS1	0.713652804160005	0.7936325844515887	0.271	0.366	0.06580955174896264	0.07086040896893432	1
ORAI1	0.12864533366429737	0.18129738264237008	0.074	0.109	0.06577999419320588	0.16322777161196486	1
TIMM21	0.17998174599374178	0.23501611914843956	0.084	0.117	0.06576533001101639	0.19232858091687804	1
C4orf46	0.07782478885171039	0.12807315704390676	0.049	0.091	0.06573795875118978	0.06944525109910682	1
TIFA	0.29775440393424013	0.35825022814212004	0.148	0.218	0.06573190580651378	0.06042954033500712	1
RRP8	0.2830247354387133	0.3428095690593001	0.133	0.178	0.06570573862381263	0.18092561345968744	1
SPATA1	0.04468684407676918	0.09333461207419994	0.03	0.051	0.06566445744460693	0.22226939763408865	1
ABCC1	0.1419064434736138	0.1950760159930276	0.074	0.115	0.06565793221353597	0.12273928143143734	1
CMAS	0.38827822749307306	0.4529055591913182	0.207	0.234	0.0656441987435572	0.5138178202816827	1
MBTD1	0.39194455204729256	0.4567287724557503	0.177	0.226	0.06563054505597876	0.25733880634845907	1
FNBP1	3.031998183252995	3.219648761503527	0.685	0.814	0.06562792694205921	0.027918447232803026	1
REXO1	0.2564198383848885	0.3148740041684096	0.133	0.172	0.06560593416884697	0.24504905538407193	1
FAM177A1	0.5822702619192475	0.6558606879945378	0.251	0.305	0.06558525770193657	0.24067317787454606	1
ZNF131	0.6029558802026334	0.6774970195454576	0.261	0.335	0.0655754858873806	0.11089875832710877	1
ZNF490	0.10385308519283432	0.15503389347654023	0.044	0.085	0.06538701421936471	0.07227445141647791	1
OSTM1	0.4430532101568058	0.5099374713541902	0.207	0.251	0.06536430898585588	0.2858496973994991	1
KBTBD4	0.047077752259564856	0.0955754625776296	0.034	0.057	0.06532028408070707	0.22048686421757083	1
CPNE8	0.10731940439210982	0.15859574742486113	0.059	0.087	0.06530584971200534	0.21876978265498995	1
EIF3F	4.974903720114394	5.251573751229139	0.833	0.913	0.06530394931809003	0.13357018643377735	1
TTK	0.05261318773915373	0.1013494962894717	0.03	0.059	0.06529698363179752	0.11375298226774987	1
SGCB	0.056360629464231496	0.10525570842057877	0.034	0.063	0.06527774712778292	0.13995653473025893	1
RXYLT1	0.3858413208568629	0.44997665895503136	0.172	0.234	0.06526759857362657	0.13521405509003193	1
CTPS2	0.10342438149538116	0.15447262492942906	0.039	0.091	0.06524620003675807	0.019805267384879602	1
NOB1	0.28167118097062765	0.34092699647085456	0.128	0.188	0.0652045163987291	0.09220556855521823	1
MAGI3	0.009372352310472292	0.05601147129239331	0.005	0.028	0.06516703108768312	0.053990160064384174	1
PRKAG2	0.5809237600223363	0.6539625317910643	0.256	0.293	0.06515875717012143	0.3660645006833561	1
SPATA20	0.051478716242873306	0.09997973347303994	0.025	0.053	0.06505729541551573	0.10572628512849855	1
